REG_NO,ACC_NO,PROGRAM,ACADEMIC_YEAR,SEMESTER,SEMESTER_INDEX,COURSES_REGISTERED,TOTAL_CREDITS,QUALITY_POINTS,PASSED_COURSES,FAILED_COURSES,FCW_COUNT,FEX_COUNT,MEX_COUNT,SEMESTER_GPA
J22B55/001,A11309,Bachelor of Electronics and Communication Science,2025/2026,SEM1,7,6,18,60.0,6,0,0,0,0,3.33
J22B55/001,A11309,Bachelor of Electronics and Communication Science,2025/2026,SEM2,8,7,21,63.5,6,1,0,1,0,3.02
J22B55/003,A11335,Bachelor of Electronics and Communication Science,2022/2023,SEM1,1,6,18,50.0,3,3,1,1,1,2.78
J22B55/003,A11335,Bachelor of Electronics and Communication Science,2022/2023,SEM2,2,7,22,65.0,6,1,1,0,0,2.95
J22B55/003,A11335,Bachelor of Electronics and Communication Science,2023/2024,SEM1,3,6,19,57.5,5,1,0,1,0,3.03
J22B55/003,A11335,Bachelor of Electronics and Communication Science,2023/2024,SEM2,4,7,20,62.0,6,1,0,0,1,3.1
J22B55/003,A11335,Bachelor of Electronics and Communication Science,2024/2025,SEM1,5,6,18,58.0,5,1,0,1,0,3.22
J22B55/003,A11335,Bachelor of Electronics and Communication Science,2024/2025,SEM2,6,7,21,59.0,4,3,2,1,0,2.81
J22B55/003,A11335,Bachelor of Electronics and Communication Science,2025/2026,SEM1,7,6,18,66.5,6,0,0,0,0,3.69
J22B55/003,A11335,Bachelor of Electronics and Communication Science,2025/2026,SEM2,8,7,21,83.0,7,0,0,0,0,3.95
J22B55/005,A11340,Bachelor of Electronics and Communication Science,2022/2023,SEM1,1,6,18,35.0,3,3,0,3,0,1.94
J22B55/005,A11340,Bachelor of Electronics and Communication Science,2022/2023,SEM2,2,7,22,54.0,4,3,1,2,0,2.45
J22B55/005,A11340,Bachelor of Electronics and Communication Science,2023/2024,SEM1,3,6,19,58.5,5,1,0,1,0,3.08
J22B55/005,A11340,Bachelor of Electronics and Communication Science,2023/2024,SEM2,4,7,20,53.0,6,1,0,1,0,2.65
J22B55/005,A11340,Bachelor of Electronics and Communication Science,2024/2025,SEM1,5,6,18,60.5,6,0,0,0,0,3.36
J22B55/005,A11340,Bachelor of Electronics and Communication Science,2024/2025,SEM2,6,7,21,61.0,6,1,0,1,0,2.9
J22B55/005,A11340,Bachelor of Electronics and Communication Science,2025/2026,SEM1,7,6,18,61.5,6,0,0,0,0,3.42
J22B55/005,A11340,Bachelor of Electronics and Communication Science,2025/2026,SEM2,8,7,21,65.0,6,1,0,1,0,3.1
J22B55/007,A11359,Bachelor of Electronics and Communication Science,2022/2023,SEM1,1,6,18,43.0,5,1,0,1,0,2.39
J22B55/007,A11359,Bachelor of Electronics and Communication Science,2022/2023,SEM2,2,7,22,61.0,6,1,0,1,0,2.77
J22B55/007,A11359,Bachelor of Electronics and Communication Science,2023/2024,SEM1,3,6,19,55.0,5,1,0,1,0,2.89
J22B55/007,A11359,Bachelor of Electronics and Communication Science,2023/2024,SEM2,4,7,20,44.0,6,1,0,1,0,2.2
J22B55/007,A11359,Bachelor of Electronics and Communication Science,2024/2025,SEM1,5,6,18,57.5,5,1,0,1,0,3.19
J22B55/007,A11359,Bachelor of Electronics and Communication Science,2024/2025,SEM2,6,7,21,59.5,5,2,1,1,0,2.83
J22B55/007,A11359,Bachelor of Electronics and Communication Science,2025/2026,SEM1,7,6,18,53.0,4,2,0,2,0,2.94
J22B55/007,A11359,Bachelor of Electronics and Communication Science,2025/2026,SEM2,8,7,21,60.0,6,1,0,1,0,2.86
J22B55/009,A11374,Bachelor of Electronics and Communication Science,2022/2023,SEM1,1,6,18,46.0,4,2,0,2,0,2.56
J22B55/009,A11374,Bachelor of Electronics and Communication Science,2022/2023,SEM2,2,7,22,70.0,7,0,0,0,0,3.18
J22B55/009,A11374,Bachelor of Electronics and Communication Science,2023/2024,SEM1,3,6,19,74.0,5,1,0,1,0,3.89
J22B55/009,A11374,Bachelor of Electronics and Communication Science,2023/2024,SEM2,4,7,20,58.0,5,2,1,1,0,2.9
J22B55/009,A11374,Bachelor of Electronics and Communication Science,2024/2025,SEM1,5,6,18,52.0,4,2,0,2,0,2.89
J22B55/009,A11374,Bachelor of Electronics and Communication Science,2024/2025,SEM2,6,7,21,54.5,5,2,0,1,1,2.6
J22B55/009,A11374,Bachelor of Electronics and Communication Science,2025/2026,SEM1,7,6,18,39.0,4,2,0,2,0,2.17
J22B55/009,A11374,Bachelor of Electronics and Communication Science,2025/2026,SEM2,8,7,21,59.5,5,2,1,1,0,2.83
J22B55/012,A11388,Bachelor of Electronics and Communication Science,2022/2023,SEM1,1,6,18,32.5,2,4,1,3,0,1.81
J22B55/012,A11388,Bachelor of Electronics and Communication Science,2022/2023,SEM2,2,7,22,45.0,4,3,0,3,0,2.05
J22B55/012,A11388,Bachelor of Electronics and Communication Science,2023/2024,SEM1,3,6,19,44.5,3,3,0,2,1,2.34
J22B55/012,A11388,Bachelor of Electronics and Communication Science,2023/2024,SEM2,4,7,20,46.0,6,1,1,0,0,2.3
J22B55/012,A11388,Bachelor of Electronics and Communication Science,2024/2025,SEM1,5,6,18,32.0,1,5,0,4,1,1.78
J22B55/012,A11388,Bachelor of Electronics and Communication Science,2024/2025,SEM2,6,7,21,58.5,5,2,0,1,1,2.79
J22B55/012,A11388,Bachelor of Electronics and Communication Science,2025/2026,SEM1,7,6,18,27.0,0,6,1,5,0,1.5
J22B55/012,A11388,Bachelor of Electronics and Communication Science,2025/2026,SEM2,8,7,21,42.5,2,5,2,3,0,2.02
J22B55/014,A11419,Bachelor of Electronics and Communication Science,2022/2023,SEM1,1,6,18,60.0,6,0,0,0,0,3.33
J22B55/014,A11419,Bachelor of Electronics and Communication Science,2022/2023,SEM2,2,7,22,40.5,2,5,0,4,1,1.84
J22B55/014,A11419,Bachelor of Electronics and Communication Science,2023/2024,SEM1,3,6,19,59.0,5,1,1,0,0,3.11
J22B55/014,A11419,Bachelor of Electronics and Communication Science,2023/2024,SEM2,4,7,20,46.0,4,3,0,1,2,2.3
J22B55/014,A11419,Bachelor of Electronics and Communication Science,2024/2025,SEM1,5,6,18,52.5,4,2,0,2,0,2.92
J22B55/014,A11419,Bachelor of Electronics and Communication Science,2024/2025,SEM2,6,7,21,51.5,5,2,1,1,0,2.45
J22B55/014,A11419,Bachelor of Electronics and Communication Science,2025/2026,SEM1,7,6,18,51.5,6,0,0,0,0,2.86
J22B55/014,A11419,Bachelor of Electronics and Communication Science,2025/2026,SEM2,8,7,21,61.5,5,2,0,2,0,2.93
J22B72/004,A14491,Bachelor of Dental Surgery,2022/2023,SEM1,1,7,21,86.5,7,0,0,0,0,4.12
J22B72/004,A14491,Bachelor of Dental Surgery,2022/2023,SEM2,2,6,18,72.5,5,1,0,0,1,4.03
J22B72/004,A14491,Bachelor of Dental Surgery,2023/2024,SEM1,3,7,21,84.5,7,0,0,0,0,4.02
J22B72/004,A14491,Bachelor of Dental Surgery,2023/2024,SEM2,4,6,17,64.0,5,1,0,1,0,3.76
J22B72/004,A14491,Bachelor of Dental Surgery,2024/2025,SEM1,5,7,21,88.0,6,1,0,0,1,4.19
J22B72/004,A14491,Bachelor of Dental Surgery,2024/2025,SEM2,6,6,18,61.5,5,1,1,0,0,3.42
J22B72/004,A14491,Bachelor of Dental Surgery,2025/2026,SEM1,7,7,22,88.0,7,0,0,0,0,4.0
J22B72/004,A14491,Bachelor of Dental Surgery,2025/2026,SEM2,8,6,19,73.0,6,0,0,0,0,3.84
J22B72/006,A14518,Bachelor of Dental Surgery,2022/2023,SEM1,1,7,21,42.0,3,4,1,3,0,2.0
J22B72/006,A14518,Bachelor of Dental Surgery,2022/2023,SEM2,2,6,18,30.5,2,4,0,4,0,1.69
J22B72/006,A14518,Bachelor of Dental Surgery,2023/2024,SEM1,3,7,21,44.0,2,5,0,5,0,2.1
J22B72/006,A14518,Bachelor of Dental Surgery,2023/2024,SEM2,4,6,17,30.0,1,5,1,3,1,1.76
J22B72/006,A14518,Bachelor of Dental Surgery,2024/2025,SEM1,5,7,21,57.0,6,1,0,1,0,2.71
J22B72/006,A14518,Bachelor of Dental Surgery,2024/2025,SEM2,6,6,18,41.5,2,4,1,3,0,2.31
J22B72/006,A14518,Bachelor of Dental Surgery,2025/2026,SEM1,7,7,22,43.5,2,5,1,4,0,1.98
J22B72/006,A14518,Bachelor of Dental Surgery,2025/2026,SEM2,8,6,19,36.5,3,3,0,3,0,1.92
J22B72/009,A14551,Bachelor of Dental Surgery,2022/2023,SEM1,1,7,21,55.5,4,3,0,3,0,2.64
J22B72/009,A14551,Bachelor of Dental Surgery,2022/2023,SEM2,2,6,18,48.5,4,2,2,0,0,2.69
J22B72/009,A14551,Bachelor of Dental Surgery,2023/2024,SEM1,3,7,21,64.0,5,2,0,1,1,3.05
J22B72/009,A14551,Bachelor of Dental Surgery,2023/2024,SEM2,4,6,17,52.0,5,1,1,0,0,3.06
J22B72/009,A14551,Bachelor of Dental Surgery,2024/2025,SEM1,5,7,21,60.0,6,1,1,0,0,2.86
J22B72/009,A14551,Bachelor of Dental Surgery,2024/2025,SEM2,6,6,18,51.0,5,1,0,0,1,2.83
J22B72/009,A14551,Bachelor of Dental Surgery,2025/2026,SEM1,7,7,22,70.0,7,0,0,0,0,3.18
J22B72/009,A14551,Bachelor of Dental Surgery,2025/2026,SEM2,8,6,19,65.5,5,1,0,1,0,3.45
J22B72/013,A14598,Bachelor of Dental Surgery,2022/2023,SEM1,1,7,21,89.0,7,0,0,0,0,4.24
J22B72/013,A14598,Bachelor of Dental Surgery,2022/2023,SEM2,2,6,18,80.5,6,0,0,0,0,4.47
J22B72/013,A14598,Bachelor of Dental Surgery,2023/2024,SEM1,3,7,21,96.5,7,0,0,0,0,4.6
J22B72/013,A14598,Bachelor of Dental Surgery,2023/2024,SEM2,4,6,17,59.0,5,1,1,0,0,3.47
J22B72/013,A14598,Bachelor of Dental Surgery,2024/2025,SEM1,5,7,21,77.0,5,2,0,2,0,3.67
J22B72/013,A14598,Bachelor of Dental Surgery,2024/2025,SEM2,6,6,18,73.5,5,1,0,1,0,4.08
J22B72/013,A14598,Bachelor of Dental Surgery,2025/2026,SEM1,7,7,22,82.0,6,1,0,0,1,3.73
J22B72/013,A14598,Bachelor of Dental Surgery,2025/2026,SEM2,8,6,19,78.0,5,1,0,0,1,4.11
J22B72/015,A14612,Bachelor of Dental Surgery,2022/2023,SEM1,1,7,21,43.0,2,5,2,3,0,2.05
J22B72/015,A14612,Bachelor of Dental Surgery,2022/2023,SEM2,2,6,18,65.0,5,1,1,0,0,3.61
J22B72/015,A14612,Bachelor of Dental Surgery,2023/2024,SEM1,3,7,21,67.0,6,1,1,0,0,3.19
J22B72/015,A14612,Bachelor of Dental Surgery,2023/2024,SEM2,4,6,17,34.0,3,3,0,3,0,2.0
J22B72/015,A14612,Bachelor of Dental Surgery,2024/2025,SEM1,5,7,21,65.5,6,1,1,0,0,3.12
J22B72/015,A14612,Bachelor of Dental Surgery,2024/2025,SEM2,6,6,18,42.0,3,3,0,3,0,2.33
J22B72/015,A14612,Bachelor of Dental Surgery,2025/2026,SEM1,7,7,22,68.0,7,0,0,0,0,3.09
J22B72/015,A14612,Bachelor of Dental Surgery,2025/2026,SEM2,8,6,19,55.5,6,0,0,0,0,2.92
J22B73/004,A17889,Bachelor of Medicine and Bachelor of Surgery (MBChB),2022/2023,SEM1,1,6,18,68.5,6,0,0,0,0,3.81
J22B73/004,A17889,Bachelor of Medicine and Bachelor of Surgery (MBChB),2022/2023,SEM2,2,7,22,81.0,6,1,0,0,1,3.68
J22B73/004,A17889,Bachelor of Medicine and Bachelor of Surgery (MBChB),2022/2023,SEM3,3,6,19,68.5,5,1,0,1,0,3.61
J22B73/004,A17889,Bachelor of Medicine and Bachelor of Surgery (MBChB),2023/2024,SEM1,4,7,20,71.0,6,1,0,1,0,3.55
J22B73/004,A17889,Bachelor of Medicine and Bachelor of Surgery (MBChB),2023/2024,SEM2,5,6,18,66.5,5,1,0,1,0,3.69
J22B73/004,A17889,Bachelor of Medicine and Bachelor of Surgery (MBChB),2023/2024,SEM3,6,7,21,78.0,6,1,0,0,1,3.71
J22B73/004,A17889,Bachelor of Medicine and Bachelor of Surgery (MBChB),2024/2025,SEM1,7,6,18,65.5,5,1,1,0,0,3.64
J22B73/004,A17889,Bachelor of Medicine and Bachelor of Surgery (MBChB),2024/2025,SEM2,8,7,21,82.0,6,1,1,0,0,3.9
J22B73/004,A17889,Bachelor of Medicine and Bachelor of Surgery (MBChB),2024/2025,SEM3,9,6,17,66.5,5,1,0,0,1,3.91
J22B73/004,A17889,Bachelor of Medicine and Bachelor of Surgery (MBChB),2025/2026,SEM1,10,7,21,86.0,6,1,0,1,0,4.1
J22B73/004,A17889,Bachelor of Medicine and Bachelor of Surgery (MBChB),2025/2026,SEM2,11,6,18,64.0,6,0,0,0,0,3.56
J22B73/004,A17889,Bachelor of Medicine and Bachelor of Surgery (MBChB),2025/2026,SEM3,12,7,22,75.0,7,0,0,0,0,3.41
J22B73/007,A17899,Bachelor of Medicine and Bachelor of Surgery (MBChB),2022/2023,SEM1,1,6,18,41.5,3,3,1,2,0,2.31
J22B73/007,A17899,Bachelor of Medicine and Bachelor of Surgery (MBChB),2022/2023,SEM2,2,7,22,60.0,6,1,0,0,1,2.73
J22B73/007,A17899,Bachelor of Medicine and Bachelor of Surgery (MBChB),2022/2023,SEM3,3,6,19,63.5,4,2,1,1,0,3.34
J22B73/007,A17899,Bachelor of Medicine and Bachelor of Surgery (MBChB),2023/2024,SEM1,4,7,20,70.0,6,1,0,1,0,3.5
J22B73/007,A17899,Bachelor of Medicine and Bachelor of Surgery (MBChB),2023/2024,SEM2,5,6,18,55.5,6,0,0,0,0,3.08
J22B73/007,A17899,Bachelor of Medicine and Bachelor of Surgery (MBChB),2023/2024,SEM3,6,7,21,55.0,4,3,0,3,0,2.62
J22B73/007,A17899,Bachelor of Medicine and Bachelor of Surgery (MBChB),2024/2025,SEM1,7,6,18,60.0,6,0,0,0,0,3.33
J22B73/007,A17899,Bachelor of Medicine and Bachelor of Surgery (MBChB),2024/2025,SEM2,8,7,21,62.5,5,2,1,1,0,2.98
J22B73/007,A17899,Bachelor of Medicine and Bachelor of Surgery (MBChB),2024/2025,SEM3,9,6,17,34.0,4,2,1,0,1,2.0
J22B73/007,A17899,Bachelor of Medicine and Bachelor of Surgery (MBChB),2025/2026,SEM1,10,7,21,66.0,7,0,0,0,0,3.14
J22B73/007,A17899,Bachelor of Medicine and Bachelor of Surgery (MBChB),2025/2026,SEM2,11,6,18,55.5,6,0,0,0,0,3.08
J22B73/007,A17899,Bachelor of Medicine and Bachelor of Surgery (MBChB),2025/2026,SEM3,12,7,22,55.5,4,3,0,3,0,2.52
J22B73/009,A17927,Bachelor of Medicine and Bachelor of Surgery (MBChB),2022/2023,SEM1,1,6,18,60.0,6,0,0,0,0,3.33
J22B73/009,A17927,Bachelor of Medicine and Bachelor of Surgery (MBChB),2022/2023,SEM2,2,7,22,60.0,6,1,0,1,0,2.73
J22B73/009,A17927,Bachelor of Medicine and Bachelor of Surgery (MBChB),2022/2023,SEM3,3,6,19,64.0,6,0,0,0,0,3.37
J22B73/009,A17927,Bachelor of Medicine and Bachelor of Surgery (MBChB),2023/2024,SEM1,4,7,20,57.5,5,2,0,0,2,2.88
J22B73/009,A17927,Bachelor of Medicine and Bachelor of Surgery (MBChB),2023/2024,SEM2,5,6,18,58.0,4,2,0,1,1,3.22
J22B73/009,A17927,Bachelor of Medicine and Bachelor of Surgery (MBChB),2023/2024,SEM3,6,7,21,67.5,7,0,0,0,0,3.21
J22B73/009,A17927,Bachelor of Medicine and Bachelor of Surgery (MBChB),2024/2025,SEM1,7,6,18,54.0,3,3,2,1,0,3.0
J22B73/009,A17927,Bachelor of Medicine and Bachelor of Surgery (MBChB),2024/2025,SEM2,8,7,21,57.0,6,1,0,1,0,2.71
J22B73/009,A17927,Bachelor of Medicine and Bachelor of Surgery (MBChB),2024/2025,SEM3,9,6,17,48.0,6,0,0,0,0,2.82
J22B73/009,A17927,Bachelor of Medicine and Bachelor of Surgery (MBChB),2025/2026,SEM1,10,7,21,61.0,5,2,0,2,0,2.9
J22B73/009,A17927,Bachelor of Medicine and Bachelor of Surgery (MBChB),2025/2026,SEM2,11,6,18,62.0,6,0,0,0,0,3.44
J22B73/009,A17927,Bachelor of Medicine and Bachelor of Surgery (MBChB),2025/2026,SEM3,12,7,22,74.0,6,1,0,1,0,3.36
J22B73/011,A17936,Bachelor of Medicine and Bachelor of Surgery (MBChB),2022/2023,SEM1,1,6,18,52.0,6,0,0,0,0,2.89
J22B73/011,A17936,Bachelor of Medicine and Bachelor of Surgery (MBChB),2022/2023,SEM2,2,7,22,72.0,7,0,0,0,0,3.27
J22B73/011,A17936,Bachelor of Medicine and Bachelor of Surgery (MBChB),2022/2023,SEM3,3,6,19,50.5,5,1,0,1,0,2.66
J22B73/011,A17936,Bachelor of Medicine and Bachelor of Surgery (MBChB),2023/2024,SEM1,4,7,20,73.0,6,1,0,0,1,3.65
J22B73/011,A17936,Bachelor of Medicine and Bachelor of Surgery (MBChB),2023/2024,SEM2,5,6,18,51.0,5,1,0,1,0,2.83
J22B73/011,A17936,Bachelor of Medicine and Bachelor of Surgery (MBChB),2023/2024,SEM3,6,7,21,69.0,6,1,0,1,0,3.29
J22B73/011,A17936,Bachelor of Medicine and Bachelor of Surgery (MBChB),2024/2025,SEM1,7,6,18,45.0,3,3,1,1,1,2.5
J22B73/011,A17936,Bachelor of Medicine and Bachelor of Surgery (MBChB),2024/2025,SEM2,8,7,21,58.0,6,1,0,0,1,2.76
J22B73/011,A17936,Bachelor of Medicine and Bachelor of Surgery (MBChB),2024/2025,SEM3,9,6,17,58.5,5,1,0,1,0,3.44
J22B73/011,A17936,Bachelor of Medicine and Bachelor of Surgery (MBChB),2025/2026,SEM1,10,7,21,86.5,7,0,0,0,0,4.12
J22B73/011,A17936,Bachelor of Medicine and Bachelor of Surgery (MBChB),2025/2026,SEM2,11,6,18,51.5,5,1,0,1,0,2.86
J22B73/011,A17936,Bachelor of Medicine and Bachelor of Surgery (MBChB),2025/2026,SEM3,12,7,22,69.0,6,1,0,1,0,3.14
J22B73/013,A17970,Bachelor of Medicine and Bachelor of Surgery (MBChB),2022/2023,SEM1,1,6,18,78.5,6,0,0,0,0,4.36
J22B73/013,A17970,Bachelor of Medicine and Bachelor of Surgery (MBChB),2022/2023,SEM2,2,7,22,104.5,7,0,0,0,0,4.75
J22B73/013,A17970,Bachelor of Medicine and Bachelor of Surgery (MBChB),2022/2023,SEM3,3,6,19,69.5,6,0,0,0,0,3.66
J22B73/013,A17970,Bachelor of Medicine and Bachelor of Surgery (MBChB),2023/2024,SEM1,4,7,20,58.0,5,2,0,1,1,2.9
J22B73/013,A17970,Bachelor of Medicine and Bachelor of Surgery (MBChB),2023/2024,SEM2,5,6,18,76.0,6,0,0,0,0,4.22
J22B73/013,A17970,Bachelor of Medicine and Bachelor of Surgery (MBChB),2023/2024,SEM3,6,7,21,89.0,6,1,0,1,0,4.24
J22B73/013,A17970,Bachelor of Medicine and Bachelor of Surgery (MBChB),2024/2025,SEM1,7,6,18,66.5,5,1,1,0,0,3.69
J22B73/013,A17970,Bachelor of Medicine and Bachelor of Surgery (MBChB),2024/2025,SEM2,8,7,21,79.0,7,0,0,0,0,3.76
J22B73/013,A17970,Bachelor of Medicine and Bachelor of Surgery (MBChB),2024/2025,SEM3,9,6,17,51.5,4,2,1,0,1,3.03
J22B73/013,A17970,Bachelor of Medicine and Bachelor of Surgery (MBChB),2025/2026,SEM1,10,7,21,82.0,6,1,0,1,0,3.9
J22B73/013,A17970,Bachelor of Medicine and Bachelor of Surgery (MBChB),2025/2026,SEM2,11,6,18,62.5,5,1,0,1,0,3.47
J22B73/013,A17970,Bachelor of Medicine and Bachelor of Surgery (MBChB),2025/2026,SEM3,12,7,22,93.5,6,1,0,1,0,4.25
J22B73/015,A18005,Bachelor of Medicine and Bachelor of Surgery (MBChB),2022/2023,SEM1,1,6,18,50.0,5,1,0,1,0,2.78
J22B73/015,A18005,Bachelor of Medicine and Bachelor of Surgery (MBChB),2022/2023,SEM2,2,7,22,73.5,6,1,0,1,0,3.34
J22B73/015,A18005,Bachelor of Medicine and Bachelor of Surgery (MBChB),2022/2023,SEM3,3,6,19,46.0,2,4,0,3,1,2.42
J22B73/015,A18005,Bachelor of Medicine and Bachelor of Surgery (MBChB),2023/2024,SEM1,4,7,20,40.0,4,3,0,3,0,2.0
J22B73/015,A18005,Bachelor of Medicine and Bachelor of Surgery (MBChB),2023/2024,SEM2,5,6,18,50.0,5,1,0,1,0,2.78
J22B73/015,A18005,Bachelor of Medicine and Bachelor of Surgery (MBChB),2023/2024,SEM3,6,7,21,53.5,6,1,0,1,0,2.55
J22B73/015,A18005,Bachelor of Medicine and Bachelor of Surgery (MBChB),2024/2025,SEM1,7,6,18,31.5,2,4,0,4,0,1.75
J22B73/015,A18005,Bachelor of Medicine and Bachelor of Surgery (MBChB),2024/2025,SEM2,8,7,21,53.0,5,2,0,1,1,2.52
J22B73/015,A18005,Bachelor of Medicine and Bachelor of Surgery (MBChB),2024/2025,SEM3,9,6,17,30.5,2,4,0,4,0,1.79
J22B73/015,A18005,Bachelor of Medicine and Bachelor of Surgery (MBChB),2025/2026,SEM1,10,7,21,59.5,5,2,1,1,0,2.83
J22B73/015,A18005,Bachelor of Medicine and Bachelor of Surgery (MBChB),2025/2026,SEM2,11,6,18,60.5,5,1,0,1,0,3.36
J22B73/015,A18005,Bachelor of Medicine and Bachelor of Surgery (MBChB),2025/2026,SEM3,12,7,22,59.5,5,2,0,2,0,2.7
J22B73/018,A18032,Bachelor of Medicine and Bachelor of Surgery (MBChB),2022/2023,SEM1,1,6,18,70.5,6,0,0,0,0,3.92
J22B73/018,A18032,Bachelor of Medicine and Bachelor of Surgery (MBChB),2022/2023,SEM2,2,7,22,76.0,7,0,0,0,0,3.45
J22B73/018,A18032,Bachelor of Medicine and Bachelor of Surgery (MBChB),2022/2023,SEM3,3,6,19,69.0,6,0,0,0,0,3.63
J22B73/018,A18032,Bachelor of Medicine and Bachelor of Surgery (MBChB),2023/2024,SEM1,4,7,20,84.5,7,0,0,0,0,4.22
J22B73/018,A18032,Bachelor of Medicine and Bachelor of Surgery (MBChB),2023/2024,SEM2,5,6,18,76.0,6,0,0,0,0,4.22
J22B73/018,A18032,Bachelor of Medicine and Bachelor of Surgery (MBChB),2023/2024,SEM3,6,7,21,70.5,6,1,1,0,0,3.36
J22B73/018,A18032,Bachelor of Medicine and Bachelor of Surgery (MBChB),2024/2025,SEM1,7,6,18,74.5,6,0,0,0,0,4.14
J22B73/018,A18032,Bachelor of Medicine and Bachelor of Surgery (MBChB),2024/2025,SEM2,8,7,21,85.5,7,0,0,0,0,4.07
J22B73/018,A18032,Bachelor of Medicine and Bachelor of Surgery (MBChB),2024/2025,SEM3,9,6,17,61.5,6,0,0,0,0,3.62
J22B73/018,A18032,Bachelor of Medicine and Bachelor of Surgery (MBChB),2025/2026,SEM1,10,7,21,85.5,7,0,0,0,0,4.07
J22B73/018,A18032,Bachelor of Medicine and Bachelor of Surgery (MBChB),2025/2026,SEM2,11,6,18,68.0,5,1,1,0,0,3.78
J22B73/018,A18032,Bachelor of Medicine and Bachelor of Surgery (MBChB),2025/2026,SEM3,12,7,22,91.5,6,1,1,0,0,4.16
J22B73/020,A18036,Bachelor of Medicine and Bachelor of Surgery (MBChB),2022/2023,SEM1,1,6,18,52.5,5,1,0,1,0,2.92
J22B73/020,A18036,Bachelor of Medicine and Bachelor of Surgery (MBChB),2022/2023,SEM2,2,7,22,58.0,6,1,0,1,0,2.64
J22B73/020,A18036,Bachelor of Medicine and Bachelor of Surgery (MBChB),2022/2023,SEM3,3,6,19,54.0,5,1,0,1,0,2.84
J22B73/020,A18036,Bachelor of Medicine and Bachelor of Surgery (MBChB),2023/2024,SEM1,4,7,20,51.5,7,0,0,0,0,2.58
J22B73/020,A18036,Bachelor of Medicine and Bachelor of Surgery (MBChB),2023/2024,SEM2,5,6,18,60.0,6,0,0,0,0,3.33
J22B73/020,A18036,Bachelor of Medicine and Bachelor of Surgery (MBChB),2023/2024,SEM3,6,7,21,59.5,5,2,1,1,0,2.83
J22B73/020,A18036,Bachelor of Medicine and Bachelor of Surgery (MBChB),2024/2025,SEM1,7,6,18,45.0,4,2,0,2,0,2.5
J22B73/020,A18036,Bachelor of Medicine and Bachelor of Surgery (MBChB),2024/2025,SEM2,8,7,21,62.5,7,0,0,0,0,2.98
J22B73/020,A18036,Bachelor of Medicine and Bachelor of Surgery (MBChB),2024/2025,SEM3,9,6,17,52.5,6,0,0,0,0,3.09
J22B73/020,A18036,Bachelor of Medicine and Bachelor of Surgery (MBChB),2025/2026,SEM1,10,7,21,53.5,4,3,1,2,0,2.55
J22B73/020,A18036,Bachelor of Medicine and Bachelor of Surgery (MBChB),2025/2026,SEM2,11,6,18,55.5,5,1,1,0,0,3.08
J22B73/020,A18036,Bachelor of Medicine and Bachelor of Surgery (MBChB),2025/2026,SEM3,12,7,22,60.0,4,3,1,2,0,2.73
J22B73/023,A18048,Bachelor of Medicine and Bachelor of Surgery (MBChB),2022/2023,SEM1,1,6,18,81.0,6,0,0,0,0,4.5
J22B73/023,A18048,Bachelor of Medicine and Bachelor of Surgery (MBChB),2022/2023,SEM2,2,7,22,95.0,7,0,0,0,0,4.32
J22B73/023,A18048,Bachelor of Medicine and Bachelor of Surgery (MBChB),2022/2023,SEM3,3,6,19,62.0,5,1,1,0,0,3.26
J22B73/023,A18048,Bachelor of Medicine and Bachelor of Surgery (MBChB),2023/2024,SEM1,4,7,20,73.0,7,0,0,0,0,3.65
J22B73/023,A18048,Bachelor of Medicine and Bachelor of Surgery (MBChB),2023/2024,SEM2,5,6,18,73.5,6,0,0,0,0,4.08
J22B73/023,A18048,Bachelor of Medicine and Bachelor of Surgery (MBChB),2023/2024,SEM3,6,7,21,52.0,4,3,1,2,0,2.48
J22B73/023,A18048,Bachelor of Medicine and Bachelor of Surgery (MBChB),2024/2025,SEM1,7,6,18,72.5,5,1,1,0,0,4.03
J22B73/023,A18048,Bachelor of Medicine and Bachelor of Surgery (MBChB),2024/2025,SEM2,8,7,21,89.0,7,0,0,0,0,4.24
J22B73/023,A18048,Bachelor of Medicine and Bachelor of Surgery (MBChB),2024/2025,SEM3,9,6,17,57.5,4,2,0,2,0,3.38
J22B73/023,A18048,Bachelor of Medicine and Bachelor of Surgery (MBChB),2025/2026,SEM1,10,7,21,77.5,6,1,1,0,0,3.69
J22B73/023,A18048,Bachelor of Medicine and Bachelor of Surgery (MBChB),2025/2026,SEM2,11,6,18,60.0,4,2,1,1,0,3.33
J22B73/023,A18048,Bachelor of Medicine and Bachelor of Surgery (MBChB),2025/2026,SEM3,12,7,22,81.5,6,1,0,1,0,3.7
J22B73/025,A18076,Bachelor of Medicine and Bachelor of Surgery (MBChB),2022/2023,SEM1,1,6,18,55.5,5,1,0,1,0,3.08
J22B73/025,A18076,Bachelor of Medicine and Bachelor of Surgery (MBChB),2022/2023,SEM2,2,7,22,72.5,6,1,1,0,0,3.3
J22B73/025,A18076,Bachelor of Medicine and Bachelor of Surgery (MBChB),2022/2023,SEM3,3,6,19,60.5,4,2,1,1,0,3.18
J22B73/025,A18076,Bachelor of Medicine and Bachelor of Surgery (MBChB),2023/2024,SEM1,4,7,20,58.5,6,1,1,0,0,2.92
J22B73/025,A18076,Bachelor of Medicine and Bachelor of Surgery (MBChB),2023/2024,SEM2,5,6,18,72.0,6,0,0,0,0,4.0
