FACULTY,DEPARTMENT,PROGRAM,PROGRAM ID,SEMESTER_INDEX,COURSE_CODE,COURSE_TITLE,COURSE_UNITS,COURSE_TYPE
Faculty of Agricultural Sciences,Agricultural Science,Bachelor of Science in Agricultural Science and Entrepreneurship,39,4,BOS0403,Agribusiness Management 2,3,CORE
Faculty of Agricultural Sciences,Agricultural Science,Bachelor of Science in Agricultural Science and Entrepreneurship,39,4,BOS0404,Agricultural Extension 2,3,CORE
Faculty of Agricultural Sciences,Agricultural Science,Bachelor of Science in Agricultural Science and Entrepreneurship,39,4,BOS0405,Plant Pathology 2,4,CORE
Faculty of Agricultural Sciences,Agricultural Science,Bachelor of Science in Agricultural Science and Entrepreneurship,39,4,BOS0406,Farm Management 2,2,CORE
Faculty of Agricultural Sciences,Agricultural Science,Bachelor of Science in Agricultural Science and Entrepreneurship,39,4,BOS0407,Irrigation and Water Management 2,3,ELECTIVE
Faculty of Agricultural Sciences,Agricultural Science,Bachelor of Science in Agricultural Science and Entrepreneurship,39,5,BOS0501,Agricultural Marketing 2,3,CORE
Faculty of Agricultural Sciences,Agricultural Science,Bachelor of Science in Agricultural Science and Entrepreneurship,39,5,BOS0502,Entrepreneurship in Agriculture 2,3,CORE
Faculty of Agricultural Sciences,Agricultural Science,Bachelor of Science in Agricultural Science and Entrepreneurship,39,5,BOS0503,Statistics for Agriculture 2,3,CORE
Faculty of Agricultural Sciences,Agricultural Science,Bachelor of Science in Agricultural Science and Entrepreneurship,39,5,BOS0504,Research Methods 2,4,CORE
Faculty of Agricultural Sciences,Agricultural Science,Bachelor of Science in Agricultural Science and Entrepreneurship,39,5,BOS0505,Field Attachment 2,2,CORE
Faculty of Agricultural Sciences,Agricultural Science,Bachelor of Science in Agricultural Science and Entrepreneurship,39,5,BOS0506,Project 2,3,ELECTIVE
Faculty of Agricultural Sciences,Agricultural Science,Bachelor of Science in Agricultural Science and Entrepreneurship,39,6,BOS0601,Introduction to Agriculture 3,3,CORE
Faculty of Agricultural Sciences,Agricultural Science,Bachelor of Science in Agricultural Science and Entrepreneurship,39,6,BOS0602,Soil Science 3,3,CORE
Faculty of Agricultural Sciences,Agricultural Science,Bachelor of Science in Agricultural Science and Entrepreneurship,39,6,BOS0603,Crop Science 3,4,CORE
Faculty of Agricultural Sciences,Agricultural Science,Bachelor of Science in Agricultural Science and Entrepreneurship,39,6,BOS0604,Animal Science 3,2,CORE
Faculty of Agricultural Sciences,Agricultural Science,Bachelor of Science in Agricultural Science and Entrepreneurship,39,6,BOS0605,Agricultural Economics 3,3,CORE
Faculty of Agricultural Sciences,Agricultural Science,Bachelor of Science in Agricultural Science and Entrepreneurship,39,6,BOS0606,Agribusiness Management 3,3,CORE
Faculty of Agricultural Sciences,Agricultural Science,Bachelor of Science in Agricultural Science and Entrepreneurship,39,6,BOS0607,Agricultural Extension 3,3,ELECTIVE
Faculty of Agricultural Sciences,Agricultural Science,Bachelor of Science in Food Science and Technology,41,1,BOS0101,Introduction to Agriculture,3,CORE
Faculty of Agricultural Sciences,Agricultural Science,Bachelor of Science in Food Science and Technology,41,1,BOS0102,Soil Science,3,CORE
Faculty of Agricultural Sciences,Agricultural Science,Bachelor of Science in Food Science and Technology,41,1,BOS0103,Crop Science,4,CORE
Faculty of Agricultural Sciences,Agricultural Science,Bachelor of Science in Food Science and Technology,41,1,BOS0104,Animal Science,2,CORE
Faculty of Agricultural Sciences,Agricultural Science,Bachelor of Science in Food Science and Technology,41,1,BOS0105,Agricultural Economics,3,CORE
Faculty of Agricultural Sciences,Agricultural Science,Bachelor of Science in Food Science and Technology,41,1,BOS0106,Agribusiness Management,3,ELECTIVE
Faculty of Agricultural Sciences,Agricultural Science,Bachelor of Science in Food Science and Technology,41,2,BOS0201,Agricultural Extension,3,CORE
Faculty of Agricultural Sciences,Agricultural Science,Bachelor of Science in Food Science and Technology,41,2,BOS0202,Plant Pathology,4,CORE
Faculty of Agricultural Sciences,Agricultural Science,Bachelor of Science in Food Science and Technology,41,2,BOS0203,Farm Management,2,CORE
Faculty of Agricultural Sciences,Agricultural Science,Bachelor of Science in Food Science and Technology,41,2,BOS0204,Irrigation and Water Management,3,CORE
Faculty of Agricultural Sciences,Agricultural Science,Bachelor of Science in Food Science and Technology,41,2,BOS0205,Agricultural Marketing,3,CORE
Faculty of Agricultural Sciences,Agricultural Science,Bachelor of Science in Food Science and Technology,41,2,BOS0206,Entrepreneurship in Agriculture,3,CORE
Faculty of Agricultural Sciences,Agricultural Science,Bachelor of Science in Food Science and Technology,41,2,BOS0207,Statistics for Agriculture,4,ELECTIVE
Faculty of Agricultural Sciences,Agricultural Science,Bachelor of Science in Food Science and Technology,41,3,BOS0301,Research Methods,4,CORE
Faculty of Agricultural Sciences,Agricultural Science,Bachelor of Science in Food Science and Technology,41,3,BOS0302,Field Attachment,2,CORE
Faculty of Agricultural Sciences,Agricultural Science,Bachelor of Science in Food Science and Technology,41,3,BOS0303,Project,3,CORE
Faculty of Agricultural Sciences,Agricultural Science,Bachelor of Science in Food Science and Technology,41,3,BOS0304,Introduction to Agriculture 2,3,CORE
Faculty of Agricultural Sciences,Agricultural Science,Bachelor of Science in Food Science and Technology,41,3,BOS0305,Soil Science 2,3,CORE
Faculty of Agricultural Sciences,Agricultural Science,Bachelor of Science in Food Science and Technology,41,3,BOS0306,Crop Science 2,4,ELECTIVE
Faculty of Agricultural Sciences,Agricultural Science,Bachelor of Science in Food Science and Technology,41,4,BOS0401,Animal Science 2,2,CORE
Faculty of Agricultural Sciences,Agricultural Science,Bachelor of Science in Food Science and Technology,41,4,BOS0402,Agricultural Economics 2,3,CORE
Faculty of Agricultural Sciences,Agricultural Science,Bachelor of Science in Food Science and Technology,41,4,BOS0403,Agribusiness Management 2,3,CORE
Faculty of Agricultural Sciences,Agricultural Science,Bachelor of Science in Food Science and Technology,41,4,BOS0404,Agricultural Extension 2,3,CORE
Faculty of Agricultural Sciences,Agricultural Science,Bachelor of Science in Food Science and Technology,41,4,BOS0405,Plant Pathology 2,4,CORE
Faculty of Agricultural Sciences,Agricultural Science,Bachelor of Science in Food Science and Technology,41,4,BOS0406,Farm Management 2,2,CORE
Faculty of Agricultural Sciences,Agricultural Science,Bachelor of Science in Food Science and Technology,41,4,BOS0407,Irrigation and Water Management 2,3,ELECTIVE
Faculty of Agricultural Sciences,Agricultural Science,Bachelor of Science in Food Science and Technology,41,5,BOS0501,Agricultural Marketing 2,3,CORE
Faculty of Agricultural Sciences,Agricultural Science,Bachelor of Science in Food Science and Technology,41,5,BOS0502,Entrepreneurship in Agriculture 2,3,CORE
Faculty of Agricultural Sciences,Agricultural Science,Bachelor of Science in Food Science and Technology,41,5,BOS0503,Statistics for Agriculture 2,3,CORE
Faculty of Agricultural Sciences,Agricultural Science,Bachelor of Science in Food Science and Technology,41,5,BOS0504,Research Methods 2,4,CORE
Faculty of Agricultural Sciences,Agricultural Science,Bachelor of Science in Food Science and Technology,41,5,BOS0505,Field Attachment 2,2,CORE
Faculty of Agricultural Sciences,Agricultural Science,Bachelor of Science in Food Science and Technology,41,5,BOS0506,Project 2,3,ELECTIVE
Faculty of Agricultural Sciences,Agricultural Science,Bachelor of Science in Food Science and Technology,41,6,BOS0601,Introduction to Agriculture 3,3,CORE
Faculty of Agricultural Sciences,Agricultural Science,Bachelor of Science in Food Science and Technology,41,6,BOS0602,Soil Science 3,3,CORE
Faculty of Agricultural Sciences,Agricultural Science,Bachelor of Science in Food Science and Technology,41,6,BOS0603,Crop Science 3,4,CORE
Faculty of Agricultural Sciences,Agricultural Science,Bachelor of Science in Food Science and Technology,41,6,BOS0604,Animal Science 3,2,CORE
Faculty of Agricultural Sciences,Agricultural Science,Bachelor of Science in Food Science and Technology,41,6,BOS0605,Agricultural Economics 3,3,CORE
Faculty of Agricultural Sciences,Agricultural Science,Bachelor of Science in Food Science and Technology,41,6,BOS0606,Agribusiness Management 3,3,CORE
Faculty of Agricultural Sciences,Agricultural Science,Bachelor of Science in Food Science and Technology,41,6,BOS0607,Agricultural Extension 3,3,ELECTIVE
Faculty of Agricultural Sciences,Agricultural Science,Bachelor of Science in Human Nutrition and Clinical Dietetics,40,1,BOS0101,Human Anatomy,3,CORE
Faculty of Agricultural Sciences,Agricultural Science,Bachelor of Science in Human Nutrition and Clinical Dietetics,40,1,BOS0102,Human Physiology,3,CORE
Faculty of Agricultural Sciences,Agricultural Science,Bachelor of Science in Human Nutrition and Clinical Dietetics,40,1,BOS0103,Biochemistry,4,CORE
Faculty of Agricultural Sciences,Agricultural Science,Bachelor of Science in Human Nutrition and Clinical Dietetics,40,1,BOS0104,Pharmacology,2,CORE
Faculty of Agricultural Sciences,Agricultural Science,Bachelor of Science in Human Nutrition and Clinical Dietetics,40,1,BOS0105,Medical Microbiology,3,CORE
Faculty of Agricultural Sciences,Agricultural Science,Bachelor of Science in Human Nutrition and Clinical Dietetics,40,1,BOS0106,Pathology,3,ELECTIVE
Faculty of Agricultural Sciences,Agricultural Science,Bachelor of Science in Human Nutrition and Clinical Dietetics,40,2,BOS0201,Community Health,3,CORE
Faculty of Agricultural Sciences,Agricultural Science,Bachelor of Science in Human Nutrition and Clinical Dietetics,40,2,BOS0202,Principles of Nursing,4,CORE
Faculty of Agricultural Sciences,Agricultural Science,Bachelor of Science in Human Nutrition and Clinical Dietetics,40,2,BOS0203,Adult Health Nursing,2,CORE
Faculty of Agricultural Sciences,Agricultural Science,Bachelor of Science in Human Nutrition and Clinical Dietetics,40,2,BOS0204,Maternal and Child Health,3,CORE
Faculty of Agricultural Sciences,Agricultural Science,Bachelor of Science in Human Nutrition and Clinical Dietetics,40,2,BOS0205,Mental Health Nursing,3,CORE
Faculty of Agricultural Sciences,Agricultural Science,Bachelor of Science in Human Nutrition and Clinical Dietetics,40,2,BOS0206,Nutrition,3,CORE
Faculty of Agricultural Sciences,Agricultural Science,Bachelor of Science in Human Nutrition and Clinical Dietetics,40,2,BOS0207,Epidemiology,4,ELECTIVE
Faculty of Agricultural Sciences,Agricultural Science,Bachelor of Science in Human Nutrition and Clinical Dietetics,40,3,BOS0301,Research Methods in Health Sciences,4,CORE
Faculty of Agricultural Sciences,Agricultural Science,Bachelor of Science in Human Nutrition and Clinical Dietetics,40,3,BOS0302,Clinical Practice,2,CORE
Faculty of Agricultural Sciences,Agricultural Science,Bachelor of Science in Human Nutrition and Clinical Dietetics,40,3,BOS0303,Health Promotion,3,CORE
Faculty of Agricultural Sciences,Agricultural Science,Bachelor of Science in Human Nutrition and Clinical Dietetics,40,3,BOS0304,Public Health Policy,3,CORE
Faculty of Agricultural Sciences,Agricultural Science,Bachelor of Science in Human Nutrition and Clinical Dietetics,40,3,BOS0305,Capstone Project,3,CORE
Faculty of Agricultural Sciences,Agricultural Science,Bachelor of Science in Human Nutrition and Clinical Dietetics,40,3,BOS0306,Human Anatomy 2,4,ELECTIVE
Faculty of Agricultural Sciences,Agricultural Science,Bachelor of Science in Human Nutrition and Clinical Dietetics,40,4,BOS0401,Human Physiology 2,2,CORE
Faculty of Agricultural Sciences,Agricultural Science,Bachelor of Science in Human Nutrition and Clinical Dietetics,40,4,BOS0402,Biochemistry 2,3,CORE
Faculty of Agricultural Sciences,Agricultural Science,Bachelor of Science in Human Nutrition and Clinical Dietetics,40,4,BOS0403,Pharmacology 2,3,CORE
Faculty of Agricultural Sciences,Agricultural Science,Bachelor of Science in Human Nutrition and Clinical Dietetics,40,4,BOS0404,Medical Microbiology 2,3,CORE
Faculty of Agricultural Sciences,Agricultural Science,Bachelor of Science in Human Nutrition and Clinical Dietetics,40,4,BOS0405,Pathology 2,4,CORE
Faculty of Agricultural Sciences,Agricultural Science,Bachelor of Science in Human Nutrition and Clinical Dietetics,40,4,BOS0406,Community Health 2,2,CORE
Faculty of Agricultural Sciences,Agricultural Science,Bachelor of Science in Human Nutrition and Clinical Dietetics,40,4,BOS0407,Principles of Nursing 2,3,ELECTIVE
Faculty of Agricultural Sciences,Agricultural Science,Bachelor of Science in Human Nutrition and Clinical Dietetics,40,5,BOS0501,Adult Health Nursing 2,3,CORE
Faculty of Agricultural Sciences,Agricultural Science,Bachelor of Science in Human Nutrition and Clinical Dietetics,40,5,BOS0502,Maternal and Child Health 2,3,CORE
Faculty of Agricultural Sciences,Agricultural Science,Bachelor of Science in Human Nutrition and Clinical Dietetics,40,5,BOS0503,Mental Health Nursing 2,3,CORE
Faculty of Agricultural Sciences,Agricultural Science,Bachelor of Science in Human Nutrition and Clinical Dietetics,40,5,BOS0504,Nutrition 2,4,CORE
Faculty of Agricultural Sciences,Agricultural Science,Bachelor of Science in Human Nutrition and Clinical Dietetics,40,5,BOS0505,Epidemiology 2,2,CORE
Faculty of Agricultural Sciences,Agricultural Science,Bachelor of Science in Human Nutrition and Clinical Dietetics,40,5,BOS0506,Research Methods in Health Sciences 2,3,ELECTIVE
Faculty of Agricultural Sciences,Agricultural Science,Bachelor of Science in Human Nutrition and Clinical Dietetics,40,6,BOS0601,Clinical Practice 2,3,CORE
Faculty of Agricultural Sciences,Agricultural Science,Bachelor of Science in Human Nutrition and Clinical Dietetics,40,6,BOS0602,Health Promotion 2,3,CORE
Faculty of Agricultural Sciences,Agricultural Science,Bachelor of Science in Human Nutrition and Clinical Dietetics,40,6,BOS0603,Public Health Policy 2,4,CORE
Faculty of Agricultural Sciences,Agricultural Science,Bachelor of Science in Human Nutrition and Clinical Dietetics,40,6,BOS0604,Capstone Project 2,2,CORE
Faculty of Agricultural Sciences,Agricultural Science,Bachelor of Science in Human Nutrition and Clinical Dietetics,40,6,BOS0605,Human Anatomy 3,3,CORE
Faculty of Agricultural Sciences,Agricultural Science,Bachelor of Science in Human Nutrition and Clinical Dietetics,40,6,BOS0606,Human Physiology 3,3,CORE
Faculty of Agricultural Sciences,Agricultural Science,Bachelor of Science in Human Nutrition and Clinical Dietetics,40,6,BOS0607,Biochemistry 3,3,ELECTIVE
Faculty of Agricultural Sciences,Agricultural Science,Master of Science in Agribusiness Management and Entrepreneurship,36,1,MOS0101,Principles of Management,3,CORE
Faculty of Agricultural Sciences,Agricultural Science,Master of Science in Agribusiness Management and Entrepreneurship,36,1,MOS0102,Principles of Accounting,3,CORE
Faculty of Agricultural Sciences,Agricultural Science,Master of Science in Agribusiness Management and Entrepreneurship,36,1,MOS0103,Business Mathematics,4,CORE
Faculty of Agricultural Sciences,Agricultural Science,Master of Science in Agribusiness Management and Entrepreneurship,36,1,MOS0104,Microeconomics,2,CORE
Faculty of Agricultural Sciences,Agricultural Science,Master of Science in Agribusiness Management and Entrepreneurship,36,1,MOS0105,Macroeconomics,3,CORE
Faculty of Agricultural Sciences,Agricultural Science,Master of Science in Agribusiness Management and Entrepreneurship,36,1,MOS0106,Business Communication,3,CORE
Faculty of Agricultural Sciences,Agricultural Science,Master of Science in Agribusiness Management and Entrepreneurship,36,1,MOS0107,Marketing Principles,3,ELECTIVE
Faculty of Agricultural Sciences,Agricultural Science,Master of Science in Agribusiness Management and Entrepreneurship,36,2,MOS0201,Financial Accounting,3,CORE
Faculty of Agricultural Sciences,Agricultural Science,Master of Science in Agribusiness Management and Entrepreneurship,36,2,MOS0202,Managerial Accounting,4,CORE
Faculty of Agricultural Sciences,Agricultural Science,Master of Science in Agribusiness Management and Entrepreneurship,36,2,MOS0203,Business Statistics,2,CORE
Faculty of Agricultural Sciences,Agricultural Science,Master of Science in Agribusiness Management and Entrepreneurship,36,2,MOS0204,Organizational Behavior,3,CORE
Faculty of Agricultural Sciences,Agricultural Science,Master of Science in Agribusiness Management and Entrepreneurship,36,2,MOS0205,Human Resource Management,3,CORE
