REG_NO,ACC_NO,PROGRAM,HIGH_SCHOOL,DISTRICT,SCHOOL_TIER,OWNERSHIP
S24B41/001,A10408,Bachelor of Science in Food Science and Technology,Kiira College Butiki,Jinja,Tier 2,Private/Faith-based
S24B41/004,A10438,Bachelor of Science in Food Science and Technology,St. Joseph's Secondary School Naggalama,Wakiso,Tier 2,Private/Faith-based
S24B41/009,A10459,Bachelor of Science in Food Science and Technology,Ntare School Mbarara,Mbarara,Tier 1,Public/Mixed
S24B41/011,A10486,Bachelor of Science in Food Science and Technology,Gulu High School,Gulu,Tier 2,Private/Faith-based
S24B41/013,A10493,Bachelor of Science in Food Science and Technology,Hoima Secondary School,Hoima,Tier 2,Public/Mixed
S25B41/001,A10424,Bachelor of Science in Food Science and Technology,St. Joseph's Secondary School Naggalama,Wakiso,Tier 2,Private/Faith-based
S25B41/003,A10442,Bachelor of Science in Food Science and Technology,Kamuli Secondary School,Kamuli,Tier 2,Public/Mixed
S25B41/007,A10472,Bachelor of Science in Food Science and Technology,St. Joseph's Secondary School Mukono,Mukono,Tier 2,Private/Faith-based
S25B41/009,A10481,Bachelor of Science in Food Science and Technology,Mbarara High School,Mbarara,Tier 1,Private/Faith-based
S25B41/011,A10507,Bachelor of Science in Food Science and Technology,Kibuli Secondary School,Wakiso,Tier 1,Public/Mixed
J23B40/002,A10531,Bachelor of Science in Human Nutrition and Clinical Dietetics,Kalungu Secondary School,Kalungu,Tier 2,Public/Mixed
J23B40/005,A10554,Bachelor of Science in Human Nutrition and Clinical Dietetics,Gulu High School,Gulu,Tier 2,Private/Faith-based
J23B40/007,A10558,Bachelor of Science in Human Nutrition and Clinical Dietetics,St. Katherine's Secondary School,Lira,Tier 2,Private/Faith-based
J23B40/009,A10560,Bachelor of Science in Human Nutrition and Clinical Dietetics,Uganda Martyrs High School,Kampala,Tier 2,Private/Faith-based
J23B40/011,A10579,Bachelor of Science in Human Nutrition and Clinical Dietetics,Kalungu Secondary School,Kalungu,Tier 2,Public/Mixed
J23B40/014,A10614,Bachelor of Science in Human Nutrition and Clinical Dietetics,Namasagali College,Kamuli,Tier 1,Private/Faith-based
J24B40/002,A10545,Bachelor of Science in Human Nutrition and Clinical Dietetics,Nabumali High School,Mbale,Tier 1,Private/Faith-based
J24B40/004,A10567,Bachelor of Science in Human Nutrition and Clinical Dietetics,St. Joseph's Layibi,Gulu,Tier 2,Private/Faith-based
J24B40/007,A10609,Bachelor of Science in Human Nutrition and Clinical Dietetics,Uganda Martyrs High School,Kampala,Tier 2,Private/Faith-based
J25B40/002,A10522,Bachelor of Science in Human Nutrition and Clinical Dietetics,Sembabule Secondary School,Sembabule,Tier 2,Public/Mixed
J25B40/005,A10549,Bachelor of Science in Human Nutrition and Clinical Dietetics,St. Joseph's Secondary School Mukono,Mukono,Tier 2,Private/Faith-based
J25B40/009,A10582,Bachelor of Science in Human Nutrition and Clinical Dietetics,King's College Budo,Kampala,Tier 1,Private/Faith-based
J25B40/012,A10605,Bachelor of Science in Human Nutrition and Clinical Dietetics,Busoga College Mwiri,Jinja,Tier 1,Private/Faith-based
KJ23B40/013,A10595,Bachelor of Science in Human Nutrition and Clinical Dietetics,Namasagali College,Kamuli,Tier 1,Private/Faith-based
KJ25B40/003,A10525,Bachelor of Science in Human Nutrition and Clinical Dietetics,King's College Budo,Kampala,Tier 1,Private/Faith-based
KJ25B40/008,A10573,Bachelor of Science in Human Nutrition and Clinical Dietetics,Tororo Girls School,Tororo,Tier 2,Private/Faith-based
KM23B40/001,A10533,Bachelor of Science in Human Nutrition and Clinical Dietetics,Hoima Secondary School,Hoima,Tier 2,Public/Mixed
KM23B40/010,A10594,Bachelor of Science in Human Nutrition and Clinical Dietetics,Kumi Secondary School,Kumi,Tier 2,Public/Mixed
KM24B40/003,A10532,Bachelor of Science in Human Nutrition and Clinical Dietetics,Nabisunsa Girls School,Kampala,Tier 1,Private/Faith-based
KM25B40/012,A10603,Bachelor of Science in Human Nutrition and Clinical Dietetics,Nebbi Secondary School,Nebbi,Tier 2,Public/Mixed
KS23B40/008,A10562,Bachelor of Science in Human Nutrition and Clinical Dietetics,Nabisunsa Girls School,Kampala,Tier 1,Private/Faith-based
KS23B40/012,A10601,Bachelor of Science in Human Nutrition and Clinical Dietetics,Namasagali College,Kamuli,Tier 1,Private/Faith-based
KS24B40/001,A10512,Bachelor of Science in Human Nutrition and Clinical Dietetics,St. Joseph's Secondary School Naggalama,Wakiso,Tier 2,Private/Faith-based
KS25B40/006,A10577,Bachelor of Science in Human Nutrition and Clinical Dietetics,Kyotera Secondary School,Kyotera,Tier 2,Public/Mixed
M23B40/003,A10535,Bachelor of Science in Human Nutrition and Clinical Dietetics,Fort Portal Secondary School,Fort Portal,Tier 2,Public/Mixed
M23B40/005,A10537,Bachelor of Science in Human Nutrition and Clinical Dietetics,Kasese Secondary School,Kasese,Tier 2,Public/Mixed
M23B40/008,A10566,Bachelor of Science in Human Nutrition and Clinical Dietetics,Kakumiro Secondary School,Kakumiro,Tier 2,Public/Mixed
M23B40/011,A10610,Bachelor of Science in Human Nutrition and Clinical Dietetics,Moroto High School,Moroto,Tier 2,Private/Faith-based
M23B40/014,A10613,Bachelor of Science in Human Nutrition and Clinical Dietetics,Lwengo Secondary School,Lwengo,Tier 2,Public/Mixed
M24B40/002,A10520,Bachelor of Science in Human Nutrition and Clinical Dietetics,Mbarara High School,Mbarara,Tier 1,Private/Faith-based
M24B40/005,A10584,Bachelor of Science in Human Nutrition and Clinical Dietetics,St. Mary's College Rushoroza,Kabarole,Tier 2,Private/Faith-based
M24B40/008,A10592,Bachelor of Science in Human Nutrition and Clinical Dietetics,Kumi Secondary School,Kumi,Tier 2,Public/Mixed
M24B40/010,A10596,Bachelor of Science in Human Nutrition and Clinical Dietetics,Ntare School Mbarara,Mbarara,Tier 1,Public/Mixed
M25B40/001,A10528,Bachelor of Science in Human Nutrition and Clinical Dietetics,Lira Town College,Lira,Tier 2,Private/Faith-based
M25B40/003,A10530,Bachelor of Science in Human Nutrition and Clinical Dietetics,Ntare School Mbarara,Mbarara,Tier 1,Public/Mixed
M25B40/005,A10548,Bachelor of Science in Human Nutrition and Clinical Dietetics,Kyenjojo Secondary School,Kyenjojo,Tier 2,Public/Mixed
M25B40/007,A10565,Bachelor of Science in Human Nutrition and Clinical Dietetics,Seeta High School,Kampala,Tier 2,Private/Faith-based
M25B40/009,A10574,Bachelor of Science in Human Nutrition and Clinical Dietetics,St. Joseph's Secondary School Mukono,Mukono,Tier 2,Private/Faith-based
M25B40/011,A10602,Bachelor of Science in Human Nutrition and Clinical Dietetics,Jinja Secondary School,Jinja,Tier 2,Public/Mixed
S23B40/001,A10516,Bachelor of Science in Human Nutrition and Clinical Dietetics,Kiira College Butiki,Jinja,Tier 2,Private/Faith-based
S23B40/003,A10518,Bachelor of Science in Human Nutrition and Clinical Dietetics,Gayaza High School,Kampala,Tier 1,Private/Faith-based
S23B40/005,A10526,Bachelor of Science in Human Nutrition and Clinical Dietetics,St. Mary's Secondary School Kitende,Wakiso,Tier 1,Private/Faith-based
S23B40/007,A10556,Bachelor of Science in Human Nutrition and Clinical Dietetics,Kyegegwa Secondary School,Kyegegwa,Tier 2,Public/Mixed
S23B40/011,A10597,Bachelor of Science in Human Nutrition and Clinical Dietetics,St. Mary's Secondary School Kitende,Wakiso,Tier 1,Private/Faith-based
S24B40/002,A10514,Bachelor of Science in Human Nutrition and Clinical Dietetics,Kibale Secondary School,Kibale,Tier 2,Public/Mixed
S24B40/004,A10538,Bachelor of Science in Human Nutrition and Clinical Dietetics,St. Joseph's Layibi,Gulu,Tier 2,Private/Faith-based
S24B40/006,A10547,Bachelor of Science in Human Nutrition and Clinical Dietetics,Nebbi Secondary School,Nebbi,Tier 2,Public/Mixed
S24B40/008,A10568,Bachelor of Science in Human Nutrition and Clinical Dietetics,Fort Portal Secondary School,Fort Portal,Tier 2,Public/Mixed
S24B40/010,A10583,Bachelor of Science in Human Nutrition and Clinical Dietetics,Kasese Secondary School,Kasese,Tier 2,Public/Mixed
S24B40/013,A10600,Bachelor of Science in Human Nutrition and Clinical Dietetics,Mbale Secondary School,Mbale,Tier 2,Public/Mixed
S25B40/002,A10541,Bachelor of Science in Human Nutrition and Clinical Dietetics,Bundibugyo Secondary School,Bundibugyo,Tier 2,Public/Mixed
S25B40/004,A10570,Bachelor of Science in Human Nutrition and Clinical Dietetics,St. Mary's College Kisubi,Kampala,Tier 1,Private/Faith-based
J24M36/002,A10624,Master of Science in Agribusiness Management and Entrepreneurship,Bundibugyo Secondary School,Bundibugyo,Tier 2,Public/Mixed
J24M36/005,A10637,Master of Science in Agribusiness Management and Entrepreneurship,Bundibugyo Secondary School,Bundibugyo,Tier 2,Public/Mixed
J24M36/008,A10652,Master of Science in Agribusiness Management and Entrepreneurship,Iganga Secondary School,Iganga,Tier 2,Public/Mixed
J25M36/004,A10648,Master of Science in Agribusiness Management and Entrepreneurship,Kiira College Butiki,Jinja,Tier 2,Private/Faith-based
KJ24M36/003,A10626,Master of Science in Agribusiness Management and Entrepreneurship,St. Henry's College Kitovu,Masaka,Tier 1,Private/Faith-based
KJ25M36/002,A10632,Master of Science in Agribusiness Management and Entrepreneurship,St. Joseph's Secondary School Naggalama,Wakiso,Tier 2,Private/Faith-based
KM24M36/002,A10638,Master of Science in Agribusiness Management and Entrepreneurship,Busoga College Mwiri,Jinja,Tier 1,Private/Faith-based
KM24M36/005,A10655,Master of Science in Agribusiness Management and Entrepreneurship,King's College Budo,Kampala,Tier 1,Private/Faith-based
KS24M36/006,A10628,Master of Science in Agribusiness Management and Entrepreneurship,St. Mary's Secondary School Kitende,Wakiso,Tier 1,Private/Faith-based
M24M36/004,A10651,Master of Science in Agribusiness Management and Entrepreneurship,Sembabule Secondary School,Sembabule,Tier 2,Public/Mixed
M25M36/003,A10634,Master of Science in Agribusiness Management and Entrepreneurship,Mubende Secondary School,Mubende,Tier 2,Public/Mixed
M25M36/005,A10636,Master of Science in Agribusiness Management and Entrepreneurship,Mbarara High School,Mbarara,Tier 1,Private/Faith-based
M25M36/007,A10656,Master of Science in Agribusiness Management and Entrepreneurship,Duhaga Secondary School,Hoima,Tier 2,Public/Mixed
S24M36/002,A10622,Master of Science in Agribusiness Management and Entrepreneurship,St. Joseph's Layibi,Gulu,Tier 2,Private/Faith-based
S24M36/004,A10625,Master of Science in Agribusiness Management and Entrepreneurship,Lubiri Secondary School,Kampala,Tier 2,Public/Mixed
S24M36/007,A10629,Master of Science in Agribusiness Management and Entrepreneurship,St. Lawrence Schools,Kampala,Tier 2,Private/Faith-based
S24M36/009,A10642,Master of Science in Agribusiness Management and Entrepreneurship,Namagunga Girls School,Kampala,Tier 1,Private/Faith-based
S25M36/001,A10618,Master of Science in Agribusiness Management and Entrepreneurship,Kalungu Secondary School,Kalungu,Tier 2,Public/Mixed
S25M36/003,A10644,Master of Science in Agribusiness Management and Entrepreneurship,Masaka Secondary School,Masaka,Tier 2,Public/Mixed
S25M36/005,A10649,Master of Science in Agribusiness Management and Entrepreneurship,Mpigi Secondary School,Mpigi,Tier 2,Public/Mixed
J24M35/002,A10676,Master of Science in Agricultural Economics,Duhaga Secondary School,Hoima,Tier 2,Public/Mixed
J25M35/001,A10657,Master of Science in Agricultural Economics,St. Joseph's Secondary School Mukono,Mukono,Tier 2,Private/Faith-based
J25M35/003,A10666,Master of Science in Agricultural Economics,St. Joseph's Secondary School Mukono,Mukono,Tier 2,Private/Faith-based
J25M35/007,A10681,Master of Science in Agricultural Economics,Kabarole Secondary School,Kabarole,Tier 2,Public/Mixed
KJ24M35/003,A10679,Master of Science in Agricultural Economics,Makerere College School,Kampala,Tier 2,Private/Faith-based
KJ25M35/004,A10670,Master of Science in Agricultural Economics,Fort Portal Secondary School,Fort Portal,Tier 2,Public/Mixed
KM24M35/001,A10661,Master of Science in Agricultural Economics,St. Joseph's Secondary School Mukono,Mukono,Tier 2,Private/Faith-based
KM25M35/002,A10692,Master of Science in Agricultural Economics,Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based
M24M35/002,A10663,Master of Science in Agricultural Economics,Kakumiro Secondary School,Kakumiro,Tier 2,Public/Mixed
M24M35/004,A10674,Master of Science in Agricultural Economics,Fort Portal Secondary School,Fort Portal,Tier 2,Public/Mixed
M24M35/007,A10684,Master of Science in Agricultural Economics,Kiboga Secondary School,Kiboga,Tier 2,Public/Mixed
M25M35/003,A10694,Master of Science in Agricultural Economics,Lira Town College,Lira,Tier 2,Private/Faith-based
S24M35/001,A10658,Master of Science in Agricultural Economics,St. Joseph's Layibi,Gulu,Tier 2,Private/Faith-based
S24M35/003,A10668,Master of Science in Agricultural Economics,Fort Portal Secondary School,Fort Portal,Tier 2,Public/Mixed
S24M35/006,A10685,Master of Science in Agricultural Economics,St. Charles Lwanga Secondary School,Kasese,Tier 2,Private/Faith-based
S24M35/008,A10688,Master of Science in Agricultural Economics,St. Leo's College Fort Portal,Fort Portal,Tier 2,Private/Faith-based
S24M35/010,A10690,Master of Science in Agricultural Economics,Duhaga Secondary School,Hoima,Tier 2,Public/Mixed
S25M35/001,A10664,Master of Science in Agricultural Economics,Makerere College School,Kampala,Tier 2,Private/Faith-based
S25M35/003,A10672,Master of Science in Agricultural Economics,Mpigi Secondary School,Mpigi,Tier 2,Public/Mixed
S25M35/005,A10691,Master of Science in Agricultural Economics,Kibuli Secondary School,Wakiso,Tier 1,Public/Mixed
J24M34/002,A10699,Master of Science in Agriculture (Rural Dev't | Crop Science | Soil Science),Gayaza High School,Kampala,Tier 1,Private/Faith-based
J24M34/004,A10703,Master of Science in Agriculture (Rural Dev't | Crop Science | Soil Science),Gomba Secondary School,Gomba,Tier 2,Public/Mixed
J24M34/007,A10725,Master of Science in Agriculture (Rural Dev't | Crop Science | Soil Science),Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based
J25M34/003,A10729,Master of Science in Agriculture (Rural Dev't | Crop Science | Soil Science),Busoga High School,Iganga,Tier 2,Private/Faith-based
KJ24M34/005,A10710,Master of Science in Agriculture (Rural Dev't | Crop Science | Soil Science),Soroti Secondary School,Soroti,Tier 2,Public/Mixed
KJ25M34/002,A10714,Master of Science in Agriculture (Rural Dev't | Crop Science | Soil Science),Masaka Secondary School,Masaka,Tier 2,Public/Mixed
KM25M34/006,A10728,Master of Science in Agriculture (Rural Dev't | Crop Science | Soil Science),St. Joseph's Secondary School Mukono,Mukono,Tier 2,Private/Faith-based
KS24M34/005,A10708,Master of Science in Agriculture (Rural Dev't | Crop Science | Soil Science),Muni Girls School,Arua,Tier 2,Private/Faith-based
M24M34/003,A10716,Master of Science in Agriculture (Rural Dev't | Crop Science | Soil Science),Moroto High School,Moroto,Tier 2,Private/Faith-based
M24M34/005,A10733,Master of Science in Agriculture (Rural Dev't | Crop Science | Soil Science),Ntare School Mbarara,Mbarara,Tier 1,Public/Mixed
M25M34/001,A10717,Master of Science in Agriculture (Rural Dev't | Crop Science | Soil Science),Namagunga Girls School,Kampala,Tier 1,Private/Faith-based
M25M34/003,A10720,Master of Science in Agriculture (Rural Dev't | Crop Science | Soil Science),St. Joseph's Secondary School Mukono,Mukono,Tier 2,Private/Faith-based
M25M34/005,A10724,Master of Science in Agriculture (Rural Dev't | Crop Science | Soil Science),Iganga Secondary School,Iganga,Tier 2,Public/Mixed
S24M34/001,A10704,Master of Science in Agriculture (Rural Dev't | Crop Science | Soil Science),Butambala Secondary School,Butambala,Tier 2,Public/Mixed
S24M34/003,A10706,Master of Science in Agriculture (Rural Dev't | Crop Science | Soil Science),Kalangala Secondary School,Kalangala,Tier 2,Public/Mixed
S24M34/007,A10723,Master of Science in Agriculture (Rural Dev't | Crop Science | Soil Science),Nabumali High School,Mbale,Tier 1,Private/Faith-based
S24M34/009,A10732,Master of Science in Agriculture (Rural Dev't | Crop Science | Soil Science),St. Lawrence Schools,Kampala,Tier 2,Private/Faith-based
S25M34/002,A10713,Master of Science in Agriculture (Rural Dev't | Crop Science | Soil Science),Kalangala Secondary School,Kalangala,Tier 2,Public/Mixed
S25M34/004,A10727,Master of Science in Agriculture (Rural Dev't | Crop Science | Soil Science),St. Lawrence Schools,Kampala,Tier 2,Private/Faith-based
S25M34/006,A10737,Master of Science in Agriculture (Rural Dev't | Crop Science | Soil Science),Makerere College School,Kampala,Tier 2,Private/Faith-based
J24M37/003,A10756,Master of Science in Human Nutrition,Trinity College Nabbingo,Kampala,Tier 1,Private/Faith-based
J25M37/001,A10743,Master of Science in Human Nutrition,Gayaza High School,Kampala,Tier 1,Private/Faith-based
J25M37/003,A10765,Master of Science in Human Nutrition,Masaka Secondary School,Masaka,Tier 2,Public/Mixed
KJ24M37/001,A10742,Master of Science in Human Nutrition,Duhaga Secondary School,Hoima,Tier 2,Public/Mixed
KM25M37/006,A10766,Master of Science in Human Nutrition,St. Joseph's Layibi,Gulu,Tier 2,Private/Faith-based
KS25M37/003,A10749,Master of Science in Human Nutrition,Ntare School Mbarara,Mbarara,Tier 1,Public/Mixed
M24M37/002,A10744,Master of Science in Human Nutrition,Moroto High School,Moroto,Tier 2,Private/Faith-based
M24M37/004,A10754,Master of Science in Human Nutrition,Kakumiro Secondary School,Kakumiro,Tier 2,Public/Mixed
M24M37/006,A10758,Master of Science in Human Nutrition,St. Joseph's Secondary School Naggalama,Wakiso,Tier 2,Private/Faith-based
M25M37/001,A10741,Master of Science in Human Nutrition,Lubiri Secondary School,Kampala,Tier 2,Public/Mixed
M25M37/003,A10752,Master of Science in Human Nutrition,Jinja Secondary School,Jinja,Tier 2,Public/Mixed
