REG_NO,ACC_NO,PROGRAM,HIGH_SCHOOL,DISTRICT,SCHOOL_TIER,OWNERSHIP,STUDENT_LIST
KS24B41/006,A10445,Bachelor of Science in Food Science and Technology,St. Joseph's Secondary School Mukono,Mukono,Tier 2,Private/Faith-based,List15
KS24B41/008,A10457,Bachelor of Science in Food Science and Technology,Masaka Secondary School,Masaka,Tier 2,Public/Mixed,List15
KS25B41/006,A10470,Bachelor of Science in Food Science and Technology,Tororo Girls School,Tororo,Tier 2,Private/Faith-based,List15
M23B41/003,A10422,Bachelor of Science in Food Science and Technology,Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based,List15
M23B41/006,A10476,Bachelor of Science in Food Science and Technology,St. Joseph's Secondary School Mukono,Mukono,Tier 2,Private/Faith-based,List15
M23B41/008,A10502,Bachelor of Science in Food Science and Technology,Duhaga Secondary School,Hoima,Tier 2,Public/Mixed,List15
M24B41/002,A10410,Bachelor of Science in Food Science and Technology,Kiira College Butiki,Jinja,Tier 2,Private/Faith-based,List15
M24B41/004,A10431,Bachelor of Science in Food Science and Technology,Kibuli Secondary School,Wakiso,Tier 1,Public/Mixed,List15
M24B41/007,A10447,Bachelor of Science in Food Science and Technology,Namagunga Girls School,Kampala,Tier 1,Private/Faith-based,List15
M24B41/009,A10475,Bachelor of Science in Food Science and Technology,Makerere College School,Kampala,Tier 2,Private/Faith-based,List15
M25B41/002,A10414,Bachelor of Science in Food Science and Technology,St. Joseph's Secondary School Naggalama,Wakiso,Tier 2,Private/Faith-based,List15
M25B41/006,A10434,Bachelor of Science in Food Science and Technology,St. Peter's College Tororo,Tororo,Tier 2,Private/Faith-based,List15
M25B41/009,A10455,Bachelor of Science in Food Science and Technology,Soroti Secondary School,Soroti,Tier 2,Public/Mixed,List15
M25B41/012,A10473,Bachelor of Science in Food Science and Technology,St. Peter's College Tororo,Tororo,Tier 2,Private/Faith-based,List15
S23B41/001,A10412,Bachelor of Science in Food Science and Technology,Lwengo Secondary School,Lwengo,Tier 2,Public/Mixed,List15
S23B41/004,A10428,Bachelor of Science in Food Science and Technology,Jinja Secondary School,Jinja,Tier 2,Public/Mixed,List15
S23B41/006,A10446,Bachelor of Science in Food Science and Technology,Masaka Secondary School,Masaka,Tier 2,Public/Mixed,List15
S23B41/009,A10487,Bachelor of Science in Food Science and Technology,Busoga College Mwiri,Jinja,Tier 1,Private/Faith-based,List15
S23B41/011,A10499,Bachelor of Science in Food Science and Technology,Gomba Secondary School,Gomba,Tier 2,Public/Mixed,List15
S24B41/002,A10421,Bachelor of Science in Food Science and Technology,Kumi Secondary School,Kumi,Tier 2,Public/Mixed,List15
S24B41/005,A10441,Bachelor of Science in Food Science and Technology,Jinja Secondary School,Jinja,Tier 2,Public/Mixed,List15
S24B41/010,A10482,Bachelor of Science in Food Science and Technology,St. Mary's Secondary School Kitende,Wakiso,Tier 1,Private/Faith-based,List15
S24B41/012,A10489,Bachelor of Science in Food Science and Technology,Kiboga Secondary School,Kiboga,Tier 2,Public/Mixed,List15
S24B41/014,A10504,Bachelor of Science in Food Science and Technology,Mbale Secondary School,Mbale,Tier 2,Public/Mixed,List15
S25B41/002,A10433,Bachelor of Science in Food Science and Technology,Ntare School Mbarara,Mbarara,Tier 1,Public/Mixed,List15
S25B41/004,A10462,Bachelor of Science in Food Science and Technology,Kumi Secondary School,Kumi,Tier 2,Public/Mixed,List15
S25B41/008,A10477,Bachelor of Science in Food Science and Technology,Busoga High School,Iganga,Tier 2,Private/Faith-based,List15
S25B41/010,A10498,Bachelor of Science in Food Science and Technology,Nabisunsa Girls School,Kampala,Tier 1,Private/Faith-based,List15
S25B41/012,A10508,Bachelor of Science in Food Science and Technology,Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based,List15
J23B40/001,A10519,Bachelor of Science in Human Nutrition and Clinical Dietetics,Ntare School Mbarara,Mbarara,Tier 1,Public/Mixed,List15
J23B40/004,A10540,Bachelor of Science in Human Nutrition and Clinical Dietetics,Sembabule Secondary School,Sembabule,Tier 2,Public/Mixed,List15
J23B40/006,A10557,Bachelor of Science in Human Nutrition and Clinical Dietetics,St. Mary's College Rushoroza,Kabarole,Tier 2,Private/Faith-based,List15
J23B40/008,A10559,Bachelor of Science in Human Nutrition and Clinical Dietetics,Kumi Secondary School,Kumi,Tier 2,Public/Mixed,List15
J23B40/010,A10572,Bachelor of Science in Human Nutrition and Clinical Dietetics,Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based,List15
J23B40/012,A10586,Bachelor of Science in Human Nutrition and Clinical Dietetics,Jinja Secondary School,Jinja,Tier 2,Public/Mixed,List15
J24B40/001,A10524,Bachelor of Science in Human Nutrition and Clinical Dietetics,Namasagali College,Kamuli,Tier 1,Private/Faith-based,List15
J24B40/003,A10550,Bachelor of Science in Human Nutrition and Clinical Dietetics,Kibuli Secondary School,Wakiso,Tier 1,Public/Mixed,List15
J24B40/005,A10576,Bachelor of Science in Human Nutrition and Clinical Dietetics,Pallisa Secondary School,Pallisa,Tier 2,Public/Mixed,List15
J25B40/001,A10513,Bachelor of Science in Human Nutrition and Clinical Dietetics,Hoima Secondary School,Hoima,Tier 2,Public/Mixed,List15
J25B40/004,A10546,Bachelor of Science in Human Nutrition and Clinical Dietetics,Kasese Secondary School,Kasese,Tier 2,Public/Mixed,List15
J25B40/007,A10561,Bachelor of Science in Human Nutrition and Clinical Dietetics,Gulu High School,Gulu,Tier 2,Private/Faith-based,List15
J25B40/011,A10598,Bachelor of Science in Human Nutrition and Clinical Dietetics,Masaka Secondary School,Masaka,Tier 2,Public/Mixed,List15
KJ23B40/003,A10539,Bachelor of Science in Human Nutrition and Clinical Dietetics,St. Peter's College Tororo,Tororo,Tier 2,Private/Faith-based,List15
KJ24B40/006,A10589,Bachelor of Science in Human Nutrition and Clinical Dietetics,Soroti Secondary School,Soroti,Tier 2,Public/Mixed,List15
KJ25B40/006,A10555,Bachelor of Science in Human Nutrition and Clinical Dietetics,St. Joseph's Secondary School Naggalama,Wakiso,Tier 2,Private/Faith-based,List15
KJ25B40/010,A10588,Bachelor of Science in Human Nutrition and Clinical Dietetics,St. Katherine's Secondary School,Lira,Tier 2,Private/Faith-based,List15
KM23B40/007,A10564,Bachelor of Science in Human Nutrition and Clinical Dietetics,Mubende Secondary School,Mubende,Tier 2,Public/Mixed,List15
KM23B40/013,A10612,Bachelor of Science in Human Nutrition and Clinical Dietetics,Trinity College Nabbingo,Kampala,Tier 1,Private/Faith-based,List15
KM24B40/007,A10590,Bachelor of Science in Human Nutrition and Clinical Dietetics,Pallisa Secondary School,Pallisa,Tier 2,Public/Mixed,List15
KM25B40/013,A10607,Bachelor of Science in Human Nutrition and Clinical Dietetics,Kamuli Secondary School,Kamuli,Tier 2,Public/Mixed,List15
KS23B40/009,A10563,Bachelor of Science in Human Nutrition and Clinical Dietetics,St. Peter's College Tororo,Tororo,Tier 2,Private/Faith-based,List15
KS23B40/013,A10604,Bachelor of Science in Human Nutrition and Clinical Dietetics,Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based,List15
KS24B40/012,A10599,Bachelor of Science in Human Nutrition and Clinical Dietetics,Lwengo Secondary School,Lwengo,Tier 2,Public/Mixed,List15
M23B40/002,A10534,Bachelor of Science in Human Nutrition and Clinical Dietetics,St. Mary's Secondary School Kitende,Wakiso,Tier 1,Private/Faith-based,List15
M23B40/004,A10536,Bachelor of Science in Human Nutrition and Clinical Dietetics,Kyegegwa Secondary School,Kyegegwa,Tier 2,Public/Mixed,List15
M23B40/006,A10543,Bachelor of Science in Human Nutrition and Clinical Dietetics,Pakwach Secondary School,Nebbi,Tier 2,Public/Mixed,List15
M23B40/009,A10580,Bachelor of Science in Human Nutrition and Clinical Dietetics,Tororo Girls School,Tororo,Tier 2,Private/Faith-based,List15
M23B40/012,A10611,Bachelor of Science in Human Nutrition and Clinical Dietetics,Rakai Secondary School,Rakai,Tier 2,Public/Mixed,List15
M24B40/001,A10515,Bachelor of Science in Human Nutrition and Clinical Dietetics,Kibuli Secondary School,Wakiso,Tier 1,Public/Mixed,List15
M24B40/004,A10553,Bachelor of Science in Human Nutrition and Clinical Dietetics,Bukomansimbi Secondary School,Bukomansimbi,Tier 2,Public/Mixed,List15
M24B40/006,A10587,Bachelor of Science in Human Nutrition and Clinical Dietetics,St. Mary's Secondary School Kitende,Wakiso,Tier 1,Private/Faith-based,List15
M24B40/009,A10593,Bachelor of Science in Human Nutrition and Clinical Dietetics,Ntare School Mbarara,Mbarara,Tier 1,Public/Mixed,List15
M24B40/011,A10606,Bachelor of Science in Human Nutrition and Clinical Dietetics,Kotido Secondary School,Kotido,Tier 2,Public/Mixed,List15
M25B40/002,A10529,Bachelor of Science in Human Nutrition and Clinical Dietetics,Mbale Secondary School,Mbale,Tier 2,Public/Mixed,List15
M25B40/004,A10544,Bachelor of Science in Human Nutrition and Clinical Dietetics,Busoga College Mwiri,Jinja,Tier 1,Private/Faith-based,List15
M25B40/006,A10551,Bachelor of Science in Human Nutrition and Clinical Dietetics,St. Joseph's Secondary School Mukono,Mukono,Tier 2,Private/Faith-based,List15
M25B40/008,A10571,Bachelor of Science in Human Nutrition and Clinical Dietetics,Ntare School Mbarara,Mbarara,Tier 1,Public/Mixed,List15
M25B40/010,A10591,Bachelor of Science in Human Nutrition and Clinical Dietetics,Rakai Secondary School,Rakai,Tier 2,Public/Mixed,List15
M25B40/014,A10608,Bachelor of Science in Human Nutrition and Clinical Dietetics,Mityana Secondary School,Mityana,Tier 2,Public/Mixed,List15
S23B40/002,A10517,Bachelor of Science in Human Nutrition and Clinical Dietetics,Busoga College Mwiri,Jinja,Tier 1,Private/Faith-based,List15
S23B40/004,A10521,Bachelor of Science in Human Nutrition and Clinical Dietetics,St. Mary's Secondary School Kitende,Wakiso,Tier 1,Private/Faith-based,List15
S23B40/006,A10527,Bachelor of Science in Human Nutrition and Clinical Dietetics,Butambala Secondary School,Butambala,Tier 2,Public/Mixed,List15
S23B40/010,A10581,Bachelor of Science in Human Nutrition and Clinical Dietetics,Busoga College Mwiri,Jinja,Tier 1,Private/Faith-based,List15
S23B40/014,A10615,Bachelor of Science in Human Nutrition and Clinical Dietetics,Jinja Secondary School,Jinja,Tier 2,Public/Mixed,List15
S24B40/003,A10523,Bachelor of Science in Human Nutrition and Clinical Dietetics,Kotido Secondary School,Kotido,Tier 2,Public/Mixed,List15
S24B40/005,A10542,Bachelor of Science in Human Nutrition and Clinical Dietetics,St. Joseph's Secondary School Mukono,Mukono,Tier 2,Private/Faith-based,List15
S24B40/007,A10552,Bachelor of Science in Human Nutrition and Clinical Dietetics,Fort Portal Secondary School,Fort Portal,Tier 2,Public/Mixed,List15
S24B40/009,A10578,Bachelor of Science in Human Nutrition and Clinical Dietetics,Duhaga Secondary School,Hoima,Tier 2,Public/Mixed,List15
S24B40/011,A10585,Bachelor of Science in Human Nutrition and Clinical Dietetics,Namasagali College,Kamuli,Tier 1,Private/Faith-based,List15
S25B40/001,A10511,Bachelor of Science in Human Nutrition and Clinical Dietetics,St. Joseph's Secondary School Naggalama,Wakiso,Tier 2,Private/Faith-based,List15
S25B40/003,A10569,Bachelor of Science in Human Nutrition and Clinical Dietetics,Nabumali High School,Mbale,Tier 1,Private/Faith-based,List15
S25B40/005,A10575,Bachelor of Science in Human Nutrition and Clinical Dietetics,Kasese Secondary School,Kasese,Tier 2,Public/Mixed,List15
J24M36/001,A10617,Master of Science in Agribusiness Management and Entrepreneurship,Makerere College School,Kampala,Tier 2,Private/Faith-based,List15
J24M36/004,A10631,Master of Science in Agribusiness Management and Entrepreneurship,St. Joseph's Secondary School Naggalama,Wakiso,Tier 2,Private/Faith-based,List15
J24M36/007,A10645,Master of Science in Agribusiness Management and Entrepreneurship,Kibale Secondary School,Kibale,Tier 2,Public/Mixed,List15
J25M36/001,A10616,Master of Science in Agribusiness Management and Entrepreneurship,Hoima Secondary School,Hoima,Tier 2,Public/Mixed,List15
J25M36/005,A10653,Master of Science in Agribusiness Management and Entrepreneurship,Kiira College Butiki,Jinja,Tier 2,Private/Faith-based,List15
KJ24M36/006,A10640,Master of Science in Agribusiness Management and Entrepreneurship,Lira Town College,Lira,Tier 2,Private/Faith-based,List15
KJ25M36/003,A10639,Master of Science in Agribusiness Management and Entrepreneurship,Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based,List15
KM24M36/003,A10650,Master of Science in Agribusiness Management and Entrepreneurship,Ntare School Mbarara,Mbarara,Tier 1,Public/Mixed,List15
KM25M36/002,A10620,Master of Science in Agribusiness Management and Entrepreneurship,Tororo Girls School,Tororo,Tier 2,Private/Faith-based,List15
M24M36/001,A10633,Master of Science in Agribusiness Management and Entrepreneurship,Tororo Girls School,Tororo,Tier 2,Private/Faith-based,List15
M25M36/001,A10619,Master of Science in Agribusiness Management and Entrepreneurship,Bundibugyo Secondary School,Bundibugyo,Tier 2,Public/Mixed,List15
M25M36/004,A10635,Master of Science in Agribusiness Management and Entrepreneurship,Kamuli Secondary School,Kamuli,Tier 2,Public/Mixed,List15
M25M36/006,A10646,Master of Science in Agribusiness Management and Entrepreneurship,St. Leo's College Fort Portal,Fort Portal,Tier 2,Private/Faith-based,List15
S24M36/001,A10621,Master of Science in Agribusiness Management and Entrepreneurship,Busoga College Mwiri,Jinja,Tier 1,Private/Faith-based,List15
S24M36/003,A10623,Master of Science in Agribusiness Management and Entrepreneurship,Kyegegwa Secondary School,Kyegegwa,Tier 2,Public/Mixed,List15
S24M36/005,A10627,Master of Science in Agribusiness Management and Entrepreneurship,St. Joseph's Secondary School Mukono,Mukono,Tier 2,Private/Faith-based,List15
S24M36/008,A10630,Master of Science in Agribusiness Management and Entrepreneurship,Ngora High School,Soroti,Tier 2,Private/Faith-based,List15
S24M36/010,A10643,Master of Science in Agribusiness Management and Entrepreneurship,Namagunga Girls School,Kampala,Tier 1,Private/Faith-based,List15
S25M36/002,A10641,Master of Science in Agribusiness Management and Entrepreneurship,Kibuli Secondary School,Wakiso,Tier 1,Public/Mixed,List15
S25M36/004,A10647,Master of Science in Agribusiness Management and Entrepreneurship,Moroto High School,Moroto,Tier 2,Private/Faith-based,List15
S25M36/006,A10654,Master of Science in Agribusiness Management and Entrepreneurship,Busoga College Mwiri,Jinja,Tier 1,Private/Faith-based,List15
J24M35/001,A10667,Master of Science in Agricultural Economics,Mbale Secondary School,Mbale,Tier 2,Public/Mixed,List15
J24M35/005,A10683,Master of Science in Agricultural Economics,Kyegegwa Secondary School,Kyegegwa,Tier 2,Public/Mixed,List15
J25M35/002,A10660,Master of Science in Agricultural Economics,Mbarara High School,Mbarara,Tier 1,Private/Faith-based,List15
J25M35/005,A10675,Master of Science in Agricultural Economics,Arua Public Secondary School,Arua,Tier 2,Public/Mixed,List15
J25M35/008,A10696,Master of Science in Agricultural Economics,Kakumiro Secondary School,Kakumiro,Tier 2,Public/Mixed,List15
KJ24M35/004,A10682,Master of Science in Agricultural Economics,St. Mary's Secondary School Kitende,Wakiso,Tier 1,Private/Faith-based,List15
KJ25M35/006,A10678,Master of Science in Agricultural Economics,St. Joseph's Layibi,Gulu,Tier 2,Private/Faith-based,List15
KM24M35/006,A10680,Master of Science in Agricultural Economics,Hoima Secondary School,Hoima,Tier 2,Public/Mixed,List15
KS24M35/004,A10669,Master of Science in Agricultural Economics,Masaka Secondary School,Masaka,Tier 2,Public/Mixed,List15
M24M35/003,A10665,Master of Science in Agricultural Economics,Lira Town College,Lira,Tier 2,Private/Faith-based,List15
M24M35/005,A10677,Master of Science in Agricultural Economics,St. Mary's Secondary School Kitende,Wakiso,Tier 1,Private/Faith-based,List15
M25M35/001,A10659,Master of Science in Agricultural Economics,Makerere College School,Kampala,Tier 2,Private/Faith-based,List15
M25M35/004,A10695,Master of Science in Agricultural Economics,St. Charles Lwanga Secondary School,Kasese,Tier 2,Private/Faith-based,List15
S24M35/002,A10662,Master of Science in Agricultural Economics,Ngora High School,Soroti,Tier 2,Private/Faith-based,List15
S24M35/005,A10673,Master of Science in Agricultural Economics,Busoga College Mwiri,Jinja,Tier 1,Private/Faith-based,List15
S24M35/007,A10686,Master of Science in Agricultural Economics,King's College Budo,Kampala,Tier 1,Private/Faith-based,List15
S24M35/009,A10689,Master of Science in Agricultural Economics,Namagunga Girls School,Kampala,Tier 1,Private/Faith-based,List15
S24M35/011,A10697,Master of Science in Agricultural Economics,Duhaga Secondary School,Hoima,Tier 2,Public/Mixed,List15
S25M35/002,A10671,Master of Science in Agricultural Economics,Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based,List15
S25M35/004,A10687,Master of Science in Agricultural Economics,Makerere College School,Kampala,Tier 2,Private/Faith-based,List15
S25M35/006,A10693,Master of Science in Agricultural Economics,Namasagali College,Kamuli,Tier 1,Private/Faith-based,List15
J24M34/001,A10698,Master of Science in Agriculture (Rural Dev't | Crop Science | Soil Science),Kalungu Secondary School,Kalungu,Tier 2,Public/Mixed,List15
J24M34/003,A10701,Master of Science in Agriculture (Rural Dev't | Crop Science | Soil Science),Duhaga Secondary School,Hoima,Tier 2,Public/Mixed,List15
J24M34/006,A10712,Master of Science in Agriculture (Rural Dev't | Crop Science | Soil Science),Makerere College School,Kampala,Tier 2,Private/Faith-based,List15
J24M34/008,A10726,Master of Science in Agriculture (Rural Dev't | Crop Science | Soil Science),Uganda Martyrs High School,Kampala,Tier 2,Private/Faith-based,List15
J25M34/004,A10734,Master of Science in Agriculture (Rural Dev't | Crop Science | Soil Science),Lwengo Secondary School,Lwengo,Tier 2,Public/Mixed,List15
