payment_id,student_id,payment_date,year,amount,tuition_national,tuition_international,functional_fees,payment_method,status,semester
PAY000866,S21B07/003,2023-03-18,2025,1043640.0,1818000.0,0.0,983000.0,Cash,Failed,May (Trinity Semester)
PAY000867,S21B07/003,2025-06-28,2026,2234996.0,1818000.0,0.0,983000.0,Mobile Money,Pending,September (Advent)
PAY000868,S21B07/003,2025-01-22,2023,1026693.0,1818000.0,0.0,983000.0,Cash,Failed,Jan (Easter Semester)
PAY000869,S21B07/003,2025-02-26,2023,2132039.0,1818000.0,0.0,983000.0,Bank Transfer,Pending,Jan (Easter Semester)
PAY000870,S21B07/003,2024-12-05,2023,1680452.0,1818000.0,0.0,983000.0,Credit Card,Pending,September (Advent)
PAY000871,S21B07/004,2026-01-20,2026,2759055.0,1818000.0,0.0,983000.0,Bank Transfer,Completed,Jan (Easter Semester)
PAY000872,S21B07/004,2024-10-19,2025,1678712.0,1818000.0,0.0,983000.0,Mobile Money,Pending,September (Advent)
PAY000873,S21B07/004,2025-05-10,2024,1173543.0,1818000.0,0.0,983000.0,Mobile Money,Failed,Jan (Easter Semester)
PAY000874,S24B07/001,2026-01-02,2023,2177468.0,1818000.0,0.0,983000.0,Credit Card,Pending,Jan (Easter Semester)
PAY000875,M22B07/001,2023-07-06,2025,2700654.0,1818000.0,0.0,983000.0,Cash,Completed,Jan (Easter Semester)
PAY000876,M22B07/001,2024-01-24,2024,2274855.0,1818000.0,0.0,983000.0,Credit Card,Pending,Jan (Easter Semester)
PAY000877,M22B07/001,2023-04-16,2023,1168851.0,1818000.0,0.0,983000.0,Mobile Money,Failed,September (Advent)
PAY000878,M22B07/001,2023-04-17,2026,2352828.0,1818000.0,0.0,983000.0,Credit Card,Pending,September (Advent)
PAY000879,M22B07/001,2024-08-28,2023,1016875.0,1818000.0,0.0,983000.0,Bank Transfer,Failed,September (Advent)
PAY000880,S23B07/001,2025-07-30,2024,2115788.0,1818000.0,0.0,983000.0,Cash,Pending,May (Trinity Semester)
PAY000881,S23B07/001,2024-03-22,2023,1624927.0,1818000.0,0.0,983000.0,Cash,Pending,Jan (Easter Semester)
PAY000882,S23B07/001,2024-06-06,2024,2513315.0,1818000.0,0.0,983000.0,Bank Transfer,Pending,September (Advent)
PAY000883,S23B07/001,2025-04-16,2025,1267149.0,1818000.0,0.0,983000.0,Cash,Failed,Jan (Easter Semester)
PAY000884,S23B07/001,2024-05-15,2025,1728488.0,1818000.0,0.0,983000.0,Credit Card,Pending,May (Trinity Semester)
PAY000885,M24B07/002,2023-10-12,2023,2799449.0,1818000.0,0.0,983000.0,Cash,Completed,September (Advent)
PAY000886,M24B07/002,2025-01-14,2023,1384444.0,1818000.0,0.0,983000.0,Mobile Money,Failed,May (Trinity Semester)
PAY000887,M24B07/002,2024-08-11,2026,1375745.0,1818000.0,0.0,983000.0,Bank Transfer,Failed,Jan (Easter Semester)
PAY000888,J22B07/002,2025-11-21,2024,1198139.0,1818000.0,0.0,983000.0,Cash,Failed,Jan (Easter Semester)
PAY000889,J22B07/002,2023-05-01,2024,1365934.0,1818000.0,0.0,983000.0,Bank Transfer,Failed,September (Advent)
PAY000890,J22B07/002,2023-04-05,2024,1971147.0,1818000.0,0.0,983000.0,Cash,Pending,May (Trinity Semester)
PAY000891,M21B07/003,2024-03-19,2024,2648245.0,1818000.0,0.0,983000.0,Bank Transfer,Pending,May (Trinity Semester)
PAY000892,M21B07/003,2025-06-08,2026,2151625.0,1818000.0,0.0,983000.0,Mobile Money,Pending,May (Trinity Semester)
PAY000893,M21B07/003,2025-12-13,2023,1043293.0,1818000.0,0.0,983000.0,Cash,Failed,Jan (Easter Semester)
PAY000894,S23B07/002,2024-09-22,2024,1348216.0,1818000.0,0.0,983000.0,Mobile Money,Failed,September (Advent)
PAY000895,M23B07/002,2025-01-14,2024,1682716.0,1818000.0,0.0,983000.0,Mobile Money,Pending,Jan (Easter Semester)
PAY000896,M23B07/002,2025-10-05,2026,1917793.0,1818000.0,0.0,983000.0,Mobile Money,Pending,September (Advent)
PAY000897,S21B07/005,2023-03-01,2025,2004895.0,1818000.0,0.0,983000.0,Credit Card,Pending,Jan (Easter Semester)
PAY000898,S22B07/002,2024-04-02,2024,847969.0,1818000.0,0.0,983000.0,Credit Card,Failed,Jan (Easter Semester)
PAY000899,M22B07/002,2025-10-21,2025,937628.0,1818000.0,0.0,983000.0,Mobile Money,Failed,May (Trinity Semester)
PAY000900,M22B07/002,2026-01-31,2026,1168768.0,1818000.0,0.0,983000.0,Bank Transfer,Failed,Jan (Easter Semester)
PAY000901,M22B08/001,2025-01-26,2023,2495012.0,1818000.0,0.0,983000.0,Cash,Pending,September (Advent)
PAY000902,M22B08/001,2025-04-12,2024,2195734.0,1818000.0,0.0,983000.0,Credit Card,Pending,Jan (Easter Semester)
PAY000903,S21B08/001,2025-10-09,2026,1427822.0,1818000.0,0.0,983000.0,Mobile Money,Pending,September (Advent)
PAY000904,S21B08/001,2024-07-26,2026,2354343.0,1818000.0,0.0,983000.0,Credit Card,Pending,May (Trinity Semester)
PAY000905,S23B08/001,2025-09-17,2026,1416130.0,1818000.0,0.0,983000.0,Mobile Money,Pending,September (Advent)
PAY000906,S23B08/001,2025-07-31,2025,2451679.0,1818000.0,0.0,983000.0,Cash,Pending,September (Advent)
PAY000907,M23B08/001,2025-07-02,2023,1115366.0,1818000.0,0.0,983000.0,Mobile Money,Failed,May (Trinity Semester)
PAY000908,M23B08/001,2025-06-30,2024,2249303.0,1818000.0,0.0,983000.0,Cash,Pending,September (Advent)
PAY000909,J24B08/001,2023-08-06,2025,2601129.0,1818000.0,0.0,983000.0,Mobile Money,Pending,May (Trinity Semester)
PAY000910,J24B08/001,2026-01-13,2024,1764246.0,1818000.0,0.0,983000.0,Bank Transfer,Pending,September (Advent)
PAY000911,J24B08/001,2023-08-24,2024,1969287.0,1818000.0,0.0,983000.0,Bank Transfer,Pending,September (Advent)
PAY000912,J24B08/001,2025-10-20,2023,2773192.0,1818000.0,0.0,983000.0,Bank Transfer,Completed,September (Advent)
PAY000913,J24B08/001,2024-11-25,2025,2757562.0,1818000.0,0.0,983000.0,Bank Transfer,Completed,September (Advent)
PAY000914,J22B08/001,2024-10-13,2026,2415130.0,1818000.0,0.0,983000.0,Cash,Pending,September (Advent)
PAY000915,J22B08/001,2024-12-31,2026,2771364.0,1818000.0,0.0,983000.0,Mobile Money,Completed,September (Advent)
PAY000916,J22B08/001,2024-01-28,2024,2437814.0,1818000.0,0.0,983000.0,Cash,Pending,September (Advent)
PAY000917,J23B08/001,2024-10-14,2024,861877.0,1818000.0,0.0,983000.0,Credit Card,Failed,September (Advent)
PAY000918,J23B08/001,2025-01-02,2023,2106364.0,1818000.0,0.0,983000.0,Bank Transfer,Pending,May (Trinity Semester)
PAY000919,J23B08/001,2024-04-20,2023,2147515.0,1818000.0,0.0,983000.0,Mobile Money,Pending,Jan (Easter Semester)
PAY000920,M22B08/002,2025-07-30,2024,1060734.0,1818000.0,0.0,983000.0,Mobile Money,Failed,September (Advent)
PAY000921,J24B08/002,2024-09-14,2024,2232328.0,1818000.0,0.0,983000.0,Bank Transfer,Pending,September (Advent)
PAY000922,J24B08/002,2025-12-14,2023,1612650.0,1818000.0,0.0,983000.0,Mobile Money,Pending,May (Trinity Semester)
PAY000923,J24B08/002,2025-01-11,2023,1013219.0,1818000.0,0.0,983000.0,Credit Card,Failed,May (Trinity Semester)
PAY000924,J24B08/002,2025-09-01,2026,1912445.0,1818000.0,0.0,983000.0,Mobile Money,Pending,Jan (Easter Semester)
PAY000925,J24B08/002,2025-12-03,2024,1195515.0,1818000.0,0.0,983000.0,Bank Transfer,Failed,Jan (Easter Semester)
PAY000926,J24B08/002,2025-04-28,2024,2733016.0,1818000.0,0.0,983000.0,Credit Card,Completed,Jan (Easter Semester)
PAY000927,M22B08/003,2026-01-24,2024,1795393.0,1818000.0,0.0,983000.0,Credit Card,Pending,May (Trinity Semester)
PAY000928,M22B08/003,2023-05-27,2025,1399096.0,1818000.0,0.0,983000.0,Cash,Failed,May (Trinity Semester)
PAY000929,M22B08/003,2024-11-08,2025,2239662.0,1818000.0,0.0,983000.0,Cash,Pending,Jan (Easter Semester)
PAY000930,M22B08/003,2025-12-04,2026,931834.0,1818000.0,0.0,983000.0,Mobile Money,Failed,Jan (Easter Semester)
PAY000931,M22B08/003,2024-05-24,2026,2042649.0,1818000.0,0.0,983000.0,Mobile Money,Pending,September (Advent)
PAY000932,S24B08/001,2024-06-12,2023,1603712.0,1818000.0,0.0,983000.0,Mobile Money,Pending,May (Trinity Semester)
PAY000933,S24B08/001,2023-04-11,2024,1520633.0,1818000.0,0.0,983000.0,Cash,Pending,September (Advent)
PAY000934,J24B08/003,2023-12-19,2026,1717548.0,1818000.0,0.0,983000.0,Mobile Money,Pending,September (Advent)
PAY000935,J24B08/003,2024-07-15,2024,874923.0,1818000.0,0.0,983000.0,Credit Card,Failed,September (Advent)
PAY000936,J24B08/003,2025-02-02,2023,1262124.0,1818000.0,0.0,983000.0,Credit Card,Failed,May (Trinity Semester)
PAY000937,J24B08/003,2025-01-08,2025,1224007.0,1818000.0,0.0,983000.0,Mobile Money,Failed,Jan (Easter Semester)
PAY000938,M22B08/004,2024-03-13,2025,1491772.0,1818000.0,0.0,983000.0,Cash,Pending,May (Trinity Semester)
PAY000939,M22B08/004,2024-01-30,2023,2348003.0,1818000.0,0.0,983000.0,Credit Card,Pending,September (Advent)
PAY000940,M22B08/004,2024-09-23,2025,2552353.0,1818000.0,0.0,983000.0,Cash,Pending,Jan (Easter Semester)
PAY000941,M22B08/004,2024-11-03,2025,2071969.0,1818000.0,0.0,983000.0,Bank Transfer,Pending,Jan (Easter Semester)
PAY000942,M22B08/004,2024-11-28,2025,1092406.0,1818000.0,0.0,983000.0,Cash,Failed,May (Trinity Semester)
PAY000943,M22B08/004,2025-07-06,2026,2108526.0,1818000.0,0.0,983000.0,Cash,Pending,Jan (Easter Semester)
PAY000944,S22B08/001,2025-05-03,2024,1189541.0,0.0,2727000.0,983000.0,Credit Card,Failed,May (Trinity Semester)
PAY000945,S22B08/001,2023-07-02,2026,3146943.0,0.0,2727000.0,983000.0,Cash,Pending,Jan (Easter Semester)
PAY000946,S22B08/001,2024-11-25,2023,2265454.0,0.0,2727000.0,983000.0,Mobile Money,Pending,May (Trinity Semester)
PAY000947,S22B08/001,2024-12-24,2024,1887579.0,0.0,2727000.0,983000.0,Bank Transfer,Pending,September (Advent)
PAY000948,S22B08/001,2026-01-27,2023,1340816.0,0.0,2727000.0,983000.0,Mobile Money,Failed,Jan (Easter Semester)
PAY000949,M23B08/002,2024-11-11,2024,2774256.0,1818000.0,0.0,983000.0,Bank Transfer,Completed,Jan (Easter Semester)
PAY000950,S24B08/002,2025-07-17,2024,1669242.0,1818000.0,0.0,983000.0,Bank Transfer,Pending,Jan (Easter Semester)
PAY000951,S24B08/002,2025-08-18,2023,2611328.0,1818000.0,0.0,983000.0,Bank Transfer,Pending,September (Advent)
PAY000952,S24B08/002,2024-06-16,2023,1737295.0,1818000.0,0.0,983000.0,Bank Transfer,Pending,May (Trinity Semester)
PAY000953,S24B08/002,2024-03-16,2024,2500718.0,1818000.0,0.0,983000.0,Cash,Pending,Jan (Easter Semester)
PAY000954,S24B08/002,2023-09-09,2023,1783036.0,1818000.0,0.0,983000.0,Mobile Money,Pending,Jan (Easter Semester)
PAY000955,M24B08/001,2023-10-21,2026,1384304.0,1818000.0,0.0,983000.0,Mobile Money,Failed,May (Trinity Semester)
PAY000956,M24B08/001,2023-04-20,2023,923866.0,1818000.0,0.0,983000.0,Cash,Failed,September (Advent)
PAY000957,J24B08/004,2024-10-28,2023,1741282.0,1818000.0,0.0,983000.0,Bank Transfer,Pending,May (Trinity Semester)
PAY000958,J24B08/004,2024-12-10,2024,2107182.0,1818000.0,0.0,983000.0,Cash,Pending,Jan (Easter Semester)
PAY000959,S21B08/002,2023-06-15,2026,1513431.0,1818000.0,0.0,983000.0,Cash,Pending,Jan (Easter Semester)
PAY000960,S21B08/002,2026-01-07,2024,2125901.0,1818000.0,0.0,983000.0,Mobile Money,Pending,Jan (Easter Semester)
PAY000961,S21B08/002,2025-04-28,2025,1091291.0,1818000.0,0.0,983000.0,Bank Transfer,Failed,September (Advent)
PAY000962,S21B08/002,2025-09-08,2025,2530894.0,1818000.0,0.0,983000.0,Mobile Money,Pending,Jan (Easter Semester)
PAY000963,S21B08/003,2025-08-29,2024,1024392.0,1818000.0,0.0,983000.0,Cash,Failed,Jan (Easter Semester)
PAY000964,S21B08/003,2025-12-22,2025,1631654.0,1818000.0,0.0,983000.0,Credit Card,Pending,May (Trinity Semester)
PAY000965,S21B08/003,2025-05-02,2024,2569236.0,1818000.0,0.0,983000.0,Credit Card,Pending,Jan (Easter Semester)
PAY000966,S21B08/003,2024-05-31,2024,1306461.0,1818000.0,0.0,983000.0,Credit Card,Failed,September (Advent)
PAY000967,S24B08/003,2024-03-07,2023,2705395.0,1818000.0,0.0,983000.0,Cash,Completed,Jan (Easter Semester)
PAY000968,S24B08/003,2025-05-04,2026,1250555.0,1818000.0,0.0,983000.0,Cash,Failed,Jan (Easter Semester)
PAY000969,S24B08/003,2023-03-23,2026,2238114.0,1818000.0,0.0,983000.0,Credit Card,Pending,May (Trinity Semester)
PAY000970,M24B08/002,2023-08-25,2024,1986156.0,0.0,2727000.0,983000.0,Mobile Money,Pending,September (Advent)
PAY000971,M24B08/002,2024-12-18,2026,1373817.0,0.0,2727000.0,983000.0,Mobile Money,Failed,September (Advent)
PAY000972,M24B08/002,2023-03-12,2026,2331412.0,0.0,2727000.0,983000.0,Mobile Money,Pending,September (Advent)
PAY000973,M22B08/005,2025-06-05,2023,2121211.0,0.0,2727000.0,983000.0,Credit Card,Pending,Jan (Easter Semester)
PAY000974,M22B08/005,2024-05-21,2026,1378979.0,0.0,2727000.0,983000.0,Cash,Failed,September (Advent)
PAY000975,M22B08/005,2025-05-08,2026,2910015.0,0.0,2727000.0,983000.0,Credit Card,Pending,September (Advent)
PAY000976,M22B08/005,2025-12-23,2025,2985742.0,0.0,2727000.0,983000.0,Mobile Money,Pending,Jan (Easter Semester)
PAY000977,M22B08/005,2024-02-28,2025,1872754.0,0.0,2727000.0,983000.0,Cash,Pending,Jan (Easter Semester)
PAY000978,M22B08/005,2025-02-15,2025,1920962.0,0.0,2727000.0,983000.0,Cash,Pending,September (Advent)
PAY000979,M24B08/003,2025-11-08,2025,2069427.0,1818000.0,0.0,983000.0,Mobile Money,Pending,Jan (Easter Semester)
PAY000980,M24B08/003,2024-09-30,2026,1157329.0,1818000.0,0.0,983000.0,Bank Transfer,Failed,September (Advent)
PAY000981,M24B08/003,2023-04-17,2024,1681369.0,1818000.0,0.0,983000.0,Bank Transfer,Pending,Jan (Easter Semester)
PAY000982,M24B08/003,2024-02-25,2025,1818029.0,1818000.0,0.0,983000.0,Cash,Pending,Jan (Easter Semester)
PAY000983,M21B08/001,2024-04-23,2023,2342157.0,1818000.0,0.0,983000.0,Bank Transfer,Pending,Jan (Easter Semester)
PAY000984,M21B08/001,2024-10-25,2024,1450744.0,1818000.0,0.0,983000.0,Mobile Money,Pending,May (Trinity Semester)
PAY000985,M21B08/001,2024-11-15,2025,1014696.0,1818000.0,0.0,983000.0,Credit Card,Failed,September (Advent)
PAY000986,M21B08/001,2025-11-17,2025,1105889.0,1818000.0,0.0,983000.0,Cash,Failed,September (Advent)
PAY000987,M21B08/001,2023-05-08,2025,2387756.0,1818000.0,0.0,983000.0,Bank Transfer,Pending,May (Trinity Semester)
PAY000988,M21B08/001,2025-10-07,2023,1804408.0,1818000.0,0.0,983000.0,Mobile Money,Pending,September (Advent)
PAY000989,M21B08/002,2024-06-23,2025,1961385.0,1818000.0,0.0,983000.0,Bank Transfer,Pending,September (Advent)
PAY000990,M21B08/002,2025-04-19,2024,1166150.0,1818000.0,0.0,983000.0,Bank Transfer,Failed,May (Trinity Semester)
PAY000991,S23B08/002,2023-11-05,2023,2701267.0,1818000.0,0.0,983000.0,Bank Transfer,Completed,Jan (Easter Semester)
PAY000992,S22B08/002,2024-12-03,2025,1934402.0,1818000.0,0.0,983000.0,Cash,Pending,Jan (Easter Semester)
PAY000993,S24B08/004,2023-09-07,2024,1730651.0,1818000.0,0.0,983000.0,Mobile Money,Pending,September (Advent)
PAY000994,S24B08/004,2023-06-29,2024,2366317.0,1818000.0,0.0,983000.0,Bank Transfer,Pending,May (Trinity Semester)
PAY000995,S24B08/004,2024-05-02,2024,1071767.0,1818000.0,0.0,983000.0,Cash,Failed,May (Trinity Semester)
PAY000996,J21B08/001,2023-12-12,2023,2247887.0,1818000.0,0.0,983000.0,Mobile Money,Pending,Jan (Easter Semester)
PAY000997,J21B08/001,2025-06-19,2025,1369333.0,1818000.0,0.0,983000.0,Cash,Failed,May (Trinity Semester)
PAY000998,J21B08/001,2024-02-27,2025,2686938.0,1818000.0,0.0,983000.0,Credit Card,Completed,Jan (Easter Semester)
PAY000999,J21B08/001,2025-07-08,2026,2597718.0,1818000.0,0.0,983000.0,Bank Transfer,Pending,Jan (Easter Semester)
PAY001000,M24B08/004,2024-09-22,2023,1267223.0,1818000.0,0.0,983000.0,Mobile Money,Failed,September (Advent)
